Run_RNA,Run_epi,BC_epi,BC_RNA,Exp,Plate,Well,FSC.A,FSC.W,FSC.H,SSC.A,SSC.W,SSC.H,CD29_Yel.Gr.C.610_20.A,EpCAM_Yel.Gr.A.780_60.A,Live_dead_Red.A.780_60.A,Lin_Violet.E.525_50.A,Sca1_Violet.C.670_30.A,Tspan8_UV.C.379_28.A,facs_phenotype,facs_phenotype_expanded
P108,N253,p2-B11-basal-Tspan8-neg-K27-F9689,P108T0234_basal-Tspan8-neg,exp4,p2,B11,130102.8438,82411.125,103462,89754.5,77914.45313,75495,40970.05038,1000.893846,47.91300098,282.5797278,179.0877415,483.6484943,basal,basal-Tspan8-neg
P108,N253,p2-C11-luminal-Sca1-neg-K27-F9689,P108T0235_luminal-Sca1-neg,exp4,p2,C11,113111.6016,95376.88281,77722,231542.3125,94888.35938,159918,19557.29893,64943.50592,-36.37565721,-200.3921843,810.2732603,70856.02683,luminal,luminal-Sca1-neg
P108,N253,p2-D11-luminal-Sca1-neg-K27-F9689,P108T0236_luminal-Sca1-neg,exp4,p2,D11,140245.8438,102587.8281,89593,162970.5,112529.8594,94912,4345.632453,17795.47511,-4.777365854,587.7587927,265.1619464,5279.449314,luminal,luminal-Sca1-neg
P108,N253,p2-E11-luminal-Sca1-pos-K27-F9689,P108T0237_luminal-Sca1-pos,exp4,p2,E11,113659.4219,98261.14844,75806,203937.7969,101837.5938,131241,1817.324224,15174.6556,-9.551465821,990.410308,14086.57237,1344.876407,luminal,luminal-Sca1-pos
P108,N253,p2-F11-luminal-Sca1-pos-K27-F9689,P108T0238_luminal-Sca1-pos,exp4,p2,F11,228378.2188,98224.10156,152376,151171.9063,97016.24219,102119,42786.55339,95487.40839,-33.27190058,788.7326632,2610.570118,168590.306,luminal,luminal-Sca1-pos
P108,N253,p2-H11-luminal-Sca1-pos-K27-F9739,P108T0239_luminal-Sca1-pos,exp4,p2,H11,100572.5,89418.39063,73711,116938.8047,87399.38281,87686,10500.36484,27409.46451,-134.3072063,581.1825342,2590.672052,117430.9838,luminal,luminal-Sca1-pos
P108,N253,p2-I11-luminal-Sca1-neg-K27-F9739,P108T0240_luminal-Sca1-neg,exp4,p2,I11,217702.1094,94957.24219,150250,132957,91675.38281,95047,6386.63661,56038.38662,-537.1051322,13.06287428,720.5755244,54993.65845,luminal,luminal-Sca1-neg
P108,N253,p2-J11-luminal-Sca1-pos-K27-F9739,P108T0241_luminal-Sca1-pos,exp4,p2,J11,60873.67969,86936.24219,45889,128398.6016,81852.96875,102803,8409.560549,36081.88869,338.1349705,1183.96914,2511.229504,24787.85353,luminal,luminal-Sca1-pos
P108,N253,p2-K11-luminal-Sca1-neg-K27-F9739,P108T0242_luminal-Sca1-neg,exp4,p2,K11,183001.2813,94851.17188,126442,102887.3984,85182.97656,79157,14605.22808,42081.25483,-342.5196163,-27.4549104,688.6955382,171798.2409,luminal,luminal-Sca1-neg
P108,N253,p2-L11-basal-Tspan8-pos-K27-F9739,P108T0243_basal-Tspan8-pos,exp4,p2,L11,117796.9844,88749.25781,86986,200792.9063,88906.0625,148012,139449.391,12639.78144,137.4365402,164.8562692,157.2614502,14337.26665,basal,basal-Tspan8-pos
P108,N253,p2-A12-basal-Tspan8-neg-K27-F9689,P108T0244_basal-Tspan8-neg,exp4,p2,A12,101254.5781,91058.8125,72874,106632.8984,97610.05469,71594,63045.25192,9331.544405,72.90004201,30.80002805,221.2854402,1752.421691,basal,basal-Tspan8-neg
P108,N253,p2-B12-basal-Tspan8-neg-K27-F9689,P108T0245_basal-Tspan8-neg,exp4,p2,B12,150745.5625,90388.3125,109298,119501.8047,84572.53906,92603,44574.74574,3960.606237,94.0308559,707.6656558,147.608045,216.8230124,basal,basal-Tspan8-neg
P108,N253,p2-C12-luminal-Sca1-neg-K27-F9689,P108T0246_luminal-Sca1-neg,exp4,p2,C12,102575.625,92335.53906,72804,203454.9063,97259.67969,137093,21357.87023,83923.86193,-247.0843669,-292.9280237,358.6466445,84805.0763,luminal,luminal-Sca1-neg
P108,N253,p2-D12-luminal-Sca1-neg-K27-F9689,P108T0247_luminal-Sca1-neg,exp4,p2,D12,217755.0313,95075.875,150099,197646.9063,98317.88281,131746,26326.15629,64374.74686,29.55300275,642.775538,858.2800275,5905.28575,luminal,luminal-Sca1-neg
P108,N253,p2-E12-luminal-Sca1-pos-K27-F9689,P108T0248_luminal-Sca1-pos,exp4,p2,E12,115710.5625,105056.7656,72182,132040.7031,108894.6172,79466,15830.33104,73173.97013,-316.6772333,-942.0109263,3016.342382,69909.67954,luminal,luminal-Sca1-pos
P108,N253,p2-F12-luminal-Sca1-pos-K27-F9689,P108T0249_luminal-Sca1-pos,exp4,p2,F12,182180.0469,87945.84375,135758,106995.8984,82284.07031,85218,15946.27073,79646.3918,-259.5688467,-158.4301519,1835.414509,22266.08519,luminal,luminal-Sca1-pos
P108,N253,p2-H12-luminal-Sca1-pos-K27-F9739,P108T0250_luminal-Sca1-pos,exp4,p2,H12,179790.7969,91768.97656,128396,220537.9063,85611.91406,168822,13257.29949,50819.57324,-107.2220099,4302.380144,2400.378507,55669.53505,luminal,luminal-Sca1-pos
P108,N253,p2-I12-luminal-Sca1-neg-K27-F9739,P108T0251_luminal-Sca1-neg,exp4,p2,I12,175557.2031,87088.91406,132110,91807.10156,85076.15625,70721,13289.42516,47330.20482,-314.2116182,7.048640185,963.3094125,74830.28454,luminal,luminal-Sca1-neg
P108,N253,p2-J12-luminal-Sca1-pos-K27-F9739,P108T0252_luminal-Sca1-pos,exp4,p2,J12,108502.6641,85859.89844,82819,175362,80614.78906,142561,10119.55372,65413.8462,-108.5878148,-577.9687448,7027.213606,145805.4432,luminal,luminal-Sca1-pos
P108,N253,p2-K12-luminal-Sca1-neg-K27-F9739,P108T0253_luminal-Sca1-neg,exp4,p2,K12,208782.1406,104864.6953,130480,136263.6094,117378.7109,76080,29207.65464,70066.75312,-506.396396,-863.3822957,494.5640961,222182.081,luminal,luminal-Sca1-neg
P108,N253,p2-L12-basal-Tspan8-pos-K27-F9739,P108T0254_basal-Tspan8-pos,exp4,p2,L12,83318.625,86994.27344,62767,131936.2031,85889.39063,100671,42281.54816,4361.600387,97.25068666,2036.194107,134.4809477,6402.349893,basal,basal-Tspan8-pos
P108,N253,p2-M12-basal-Tspan8-neg-K27-F9739,P108T0255_basal-Tspan8-neg,exp4,p2,M12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basal,basal-Tspan8-neg
P108,N253,p3-A01-luminal-Sca1-neg-K4-F9724,P108T0304_luminal-Sca1-neg,exp5,p3,A01,138327.9844,103934.3125,87223,189624.6094,110212.5703,112757,7831.509157,28626.46704,223.3797896,301.4506111,311.4682576,39212.4015,luminal,luminal-Sca1-neg
P108,N253,p3-B01-luminal-Sca1-neg-K4-F9724,P108T0305_luminal-Sca1-neg,exp5,p3,B01,85534.39844,81252.10938,68990,53158.60156,80744.5,43146,1033.742812,6111.746592,318.3178059,460.3550089,101.6444786,2764.883936,luminal,luminal-Sca1-neg
P108,N253,p3-C01-luminal-Sca1-neg-K4-F9724,P108T0306_luminal-Sca1-neg,exp5,p3,C01,124192.4609,83073.84375,97974,89742.39844,94894.28906,61978,5934.477847,22004.87618,362.7942027,1803.428697,591.4773411,7274.06241,luminal,luminal-Sca1-neg
P108,N253,p3-D01-luminal-Sca1-neg-K4-F9724,P108T0307_luminal-Sca1-neg,exp5,p3,D01,226967.0313,92180.4375,161363,91237.30469,87103.80469,68646,6684.716288,36408.21263,5.379135911,1221.717659,310.9682747,15303.20996,luminal,luminal-Sca1-neg
P108,N253,p3-E01-luminal-Sca1-neg-K4-F9724,P108T0308_luminal-Sca1-neg,exp5,p3,E01,43797.17969,85427.90625,33599,46730.19922,99668.38281,30727,11366.27778,40348.21368,294.8686186,231.4139946,184.0026439,13608.75847,luminal,luminal-Sca1-neg
P108,N253,p3-F01-luminal-Sca1-neg-K4-F9724,P108T0309_luminal-Sca1-neg,exp5,p3,F01,139537.2969,87437.29688,104586,150304,88778.44531,110954,8155.038129,29245.84527,150.0169096,1004.706995,178.2231902,1600.167231,luminal,luminal-Sca1-neg
P108,N253,p3-G01-luminal-Sca1-neg-K4-F9724,P108T0310_luminal-Sca1-neg,exp5,p3,G01,178910.7656,99936.03906,117326,156213.2031,106558.3047,96075,13872.01244,50267.74404,278.555548,966.9775285,914.686581,20613.67601,luminal,luminal-Sca1-neg
P108,N253,p3-H01-luminal-Sca1-neg-K4-F9724,P108T0311_luminal-Sca1-neg,exp5,p3,H01,71173.48438,80455.8125,57975,16658.40039,77072,14165,7412.393166,16069.51796,44.58280545,411.3315068,155.1916892,1238.651478,luminal,luminal-Sca1-neg
P108,N253,p3-I01-luminal-Sca1-pos-K4-F9724,P108T0312_luminal-Sca1-pos,exp5,p3,I01,73551.94531,79556.03125,60590,72077.5,83659.58594,56463,1196.636641,7046.613555,72.8476136,570.4317745,12499.62755,316.2207496,luminal,luminal-Sca1-pos
P108,N253,p3-J01-luminal-Sca1-pos-K4-F9724,P108T0313_luminal-Sca1-pos,exp5,p3,J01,132940.9219,81480.03125,106927,48380.19922,77298.86719,41018,4464.049631,16401.06285,4.238648139,2309.539664,2060.480603,1271.696185,luminal,luminal-Sca1-pos
P108,N253,p3-K01-luminal-Sca1-pos-K4-F9724,P108T0314_luminal-Sca1-pos,exp5,p3,K01,208493.0469,92363.54688,147935,135440.7969,96219.5,92250,53412.15527,70290.0217,-277.2875445,693.919527,6508.618562,17614.61061,luminal,luminal-Sca1-pos
P108,N253,p3-L01-luminal-Sca1-pos-K4-F9724,P108T0315_luminal-Sca1-pos,exp5,p3,L01,150831.7969,86227.1875,114638,89820.5,78321.35938,75158,38454.32388,65566.31613,-448.058845,1589.457138,1954.434576,17294.48176,luminal,luminal-Sca1-pos
P108,N253,p3-M01-luminal-Sca1-pos-K4-F9724,P108T0316_luminal-Sca1-pos,exp5,p3,M01,111680.8047,84537.79688,86578,191042.5,79738.64063,157015,41441.73353,78018.57301,178.8010357,680.5410888,1660.194869,14014.03767,luminal,luminal-Sca1-pos
P108,N253,p3-N01-luminal-Sca1-pos-K4-F9724,P108T0317_luminal-Sca1-pos,exp5,p3,N01,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-O01-luminal-Sca1-pos-K4-F9724,P108T0318_luminal-Sca1-pos,exp5,p3,O01,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-A02-luminal-Sca1-neg-K4-F9724,P108T0319_luminal-Sca1-neg,exp5,p3,A02,89990.46094,83957.78125,70245,114895,80787.07031,93205,4443.226897,19218.36903,158.1470356,691.7913724,97.03605839,6113.257092,luminal,luminal-Sca1-neg
P108,N253,p3-B02-luminal-Sca1-neg-K4-F9724,P108T0320_luminal-Sca1-neg,exp5,p3,B02,108650.6406,95763.95313,74355,173961.7031,98351.03906,115919,13793.34353,41422.33272,146.5604292,482.3610227,401.1596849,24720.74508,luminal,luminal-Sca1-neg
P108,N253,p3-C02-luminal-Sca1-neg-K4-F9724,P108T0321_luminal-Sca1-neg,exp5,p3,C02,108973.0625,97769.33594,73046,119607.4063,92896.32031,84380,7963.48578,27851.69799,74.06526234,522.5483874,525.2621544,16759.81806,luminal,luminal-Sca1-neg
P108,N253,p3-D02-luminal-Sca1-neg-K4-F9724,P108T0322_luminal-Sca1-neg,exp5,p3,D02,141980.4375,84477.23438,110146,167157.1094,83977.71875,130449,22162.70887,54047.35077,219.8212921,1201.921026,558.9767443,4653.539199,luminal,luminal-Sca1-neg
P108,N253,p3-E02-luminal-Sca1-neg-K4-F9724,P108T0323_luminal-Sca1-neg,exp5,p3,E02,217728.5625,89738,159008,127516.4063,85610.10156,97616,7075.369893,31108.23249,-36.39244963,712.3785185,421.9829019,7216.868749,luminal,luminal-Sca1-neg
P108,N253,p3-F02-luminal-Sca1-neg-K4-F9724,P108T0324_luminal-Sca1-neg,exp5,p3,F02,131291.5781,88075.14063,97693,112534.4063,95885.78125,76915,7890.528654,32474.658,165.2774698,2578.179369,344.7302228,25641.16071,luminal,luminal-Sca1-neg
P108,N253,p3-G02-luminal-Sca1-neg-K4-F9724,P108T0325_luminal-Sca1-neg,exp5,p3,G02,201394.9063,88092.96875,149826,135286.7969,79873.11719,111003,19397.62843,51014.33607,-47.52067433,919.7879521,626.850944,30961.45872,luminal,luminal-Sca1-neg
P108,N253,p3-H02-luminal-Sca1-neg-K4-F9724,P108T0326_luminal-Sca1-neg,exp5,p3,H02,169935.9219,85087.41406,130888,112829.2031,85480.14063,86504,8555.886195,44257.74859,86.21876442,1471.537453,726.337941,12333.63453,luminal,luminal-Sca1-neg
P108,N253,p3-I02-luminal-Sca1-pos-K4-F9724,P108T0327_luminal-Sca1-pos,exp5,p3,I02,129668.7031,90010.375,94411,188970.1094,90485.1875,136866,10767.30158,62340.36424,-129.8876785,1030.647481,1362.169349,29988.93785,luminal,luminal-Sca1-pos
P108,N253,p3-J02-luminal-Sca1-pos-K4-F9724,P108T0328_luminal-Sca1-pos,exp5,p3,J02,170925.7188,84599.25781,132410,67840.30469,101298.2969,43890,5014.308572,8327.231914,143.5563213,4075.619847,2400.298615,4811.144732,luminal,luminal-Sca1-pos
P108,N253,p3-K02-luminal-Sca1-pos-K4-F9724,P108T0329_luminal-Sca1-pos,exp5,p3,K02,211288,90394.96094,153183,90670.80469,84606.97656,70233,16102.70486,36337.2651,52.83391962,2880.331345,1924.310899,7539.992235,luminal,luminal-Sca1-pos
P108,N253,p3-L02-luminal-Sca1-pos-K4-F9724,P108T0330_luminal-Sca1-pos,exp5,p3,L02,144711.7031,85891.76563,110416,216914.5,80208.24219,177235,25307.04515,77875.15912,-257.8394534,540.0107234,2840.808699,23194.6771,luminal,luminal-Sca1-pos
P108,N253,p3-M02-luminal-Sca1-pos-K4-F9724,P108T0331_luminal-Sca1-pos,exp5,p3,M02,231398.5781,99033.73438,153129,222238.5,98385.01563,148037,29214.17751,85439.81447,-493.4892589,487.8312541,1352.281794,101969.9177,luminal,luminal-Sca1-pos
P108,N253,p3-N02-luminal-Sca1-pos-K4-F9724,P108T0332_luminal-Sca1-pos,exp5,p3,N02,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-O02-luminal-Sca1-pos-K4-F9724,P108T0333_luminal-Sca1-pos,exp5,p3,O02,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-A03-luminal-Sca1-neg-K4-F9724,P108T0334_luminal-Sca1-neg,exp5,p3,A03,231982.6719,93399.61719,162776,110591.8047,83836.44531,86451,6442.552529,25114.74357,201.5678472,1518.549844,515.0598129,10316.18312,luminal,luminal-Sca1-neg
P108,N253,p3-B03-luminal-Sca1-neg-K4-F9724,P108T0335_luminal-Sca1-neg,exp5,p3,B03,81445.84375,77700.49219,68695,101675.2031,76147.76563,87506,2302.374394,5816.804101,58.46633119,2730.760653,88.37775693,639.0225856,luminal,luminal-Sca1-neg
P108,N253,p3-C03-luminal-Sca1-neg-K4-F9724,P108T0336_luminal-Sca1-neg,exp5,p3,C03,127387.2656,89369.5,93415,85369.89844,86862.3125,64410,5337.763521,13901.43453,127.8184999,413.6668838,131.8253919,2541.090595,luminal,luminal-Sca1-neg
P108,N253,p3-D03-luminal-Sca1-neg-K4-F9724,P108T0337_luminal-Sca1-neg,exp5,p3,D03,56219.66016,76801.78906,47973,12447.60059,81356.92969,10027,10231.91051,18876.25209,112.6078157,94.26896773,492.20311,3573.405799,luminal,luminal-Sca1-neg
P108,N253,p3-E03-luminal-Sca1-neg-K4-F9724,P108T0338_luminal-Sca1-neg,exp5,p3,E03,228333.1406,96592.67969,154919,112011.9063,101349.0469,72431,2290.634863,12830.03842,34.90676695,5458.097538,109.0477258,2760.084277,luminal,luminal-Sca1-neg
P108,N253,p3-F03-luminal-Sca1-neg-K4-F9724,P108T0339_luminal-Sca1-neg,exp5,p3,F03,227412.9219,95886.49219,155431,154364.1094,95000.44531,106488,1785.00239,15214.87105,-1.992697522,1063.570985,216.199767,1554.631046,luminal,luminal-Sca1-neg
P108,N253,p3-G03-luminal-Sca1-neg-K4-F9724,P108T0340_luminal-Sca1-neg,exp5,p3,G03,114829.5391,98580.89844,76338,174391.7969,107114.8594,106698,2669.607768,56431.05327,29.68205385,6098.74219,346.2287663,22649.78358,luminal,luminal-Sca1-neg
P108,N253,p3-H03-luminal-Sca1-neg-K4-F9724,P108T0341_luminal-Sca1-neg,exp5,p3,H03,161411.8906,92197.57813,114735,231327.8125,92928.15625,163140,3898.902316,23786.55982,78.59829543,777.8134457,14.94026845,6912.072129,luminal,luminal-Sca1-neg
P108,N253,p3-I03-luminal-Sca1-pos-K4-F9724,P108T0342_luminal-Sca1-pos,exp5,p3,I03,152192.0469,92703.46875,107591,206103.7031,95719.79688,141112,12973.35805,49355.81426,37.27352681,495.6411871,2110.785538,47657.22505,luminal,luminal-Sca1-pos
P108,N253,p3-J03-luminal-Sca1-pos-K4-F9724,P108T0343_luminal-Sca1-pos,exp5,p3,J03,105305.8984,91163.20313,75703,124492.5,108128.6797,75454,4215.22339,15347.46693,-48.08314737,709.8337257,1548.55787,2829.545405,luminal,luminal-Sca1-pos
P108,N253,p3-K03-luminal-Sca1-pos-K4-F9724,P108T0344_luminal-Sca1-pos,exp5,p3,K03,173892.1875,88031.44531,129456,146410,95464.39063,100510,32050.62695,84287.47688,200.3403165,3379.100891,1842.131706,29520.97943,luminal,luminal-Sca1-pos
P108,N253,p3-L03-luminal-Sca1-pos-K4-F9724,P108T0345_luminal-Sca1-pos,exp5,p3,L03,154401.9375,84347.24219,119967,199962.4063,91773.07813,142795,5255.047211,23610.40239,-156.6875745,760.1993281,24209.86903,894.4834884,luminal,luminal-Sca1-pos
P108,N253,p3-M03-luminal-Sca1-pos-K4-F9724,P108T0346_luminal-Sca1-pos,exp5,p3,M03,159915.4219,86814.25781,120720,106113.7031,82598.13281,84194,33114.66708,77335.94801,-516.0510164,2227.839133,3906.297141,44763.15332,luminal,luminal-Sca1-pos
P108,N253,p3-N03-luminal-Sca1-pos-K4-F9724,P108T0347_luminal-Sca1-pos,exp5,p3,N03,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-O03-luminal-Sca1-pos-K4-F9724,P108T0348_luminal-Sca1-pos,exp5,p3,O03,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-A04-luminal-Sca1-neg-K4-F9724,P108T0349_luminal-Sca1-neg,exp5,p3,A04,137277.4219,94088.13281,95619,161318.2969,92029.42188,114878,16926.44597,55420.49125,301.1673016,335.9699548,511.7389417,53505.47432,luminal,luminal-Sca1-neg
P108,N253,p3-B04-luminal-Sca1-neg-K4-F9724,P108T0350_luminal-Sca1-neg,exp5,p3,B04,239239.5625,92326.5625,169819,143127.6094,92820.85156,101055,12330.01814,36035.55038,6.641804164,1268.643484,717.8698158,4476.952796,luminal,luminal-Sca1-neg
P108,N253,p3-C04-luminal-Sca1-neg-K4-F9724,P108T0351_luminal-Sca1-neg,exp5,p3,C04,187459.2969,84125.95313,146035,71801.39844,81843.22656,57495,9074.807097,34530.83147,247.9207149,1810.485036,323.9547698,12257.59495,luminal,luminal-Sca1-neg
P108,N253,p3-D04-luminal-Sca1-neg-K4-F9724,P108T0352_luminal-Sca1-neg,exp5,p3,D04,216436.9219,90759.32031,156286,78106.60156,86615.35938,59098,11434.91925,28328.85315,56.72825284,651.6536378,543.4410611,4293.179916,luminal,luminal-Sca1-neg
P108,N253,p3-E04-luminal-Sca1-neg-K4-F9724,P108T0353_luminal-Sca1-neg,exp5,p3,E04,225914.5,102502.2891,144441,183367.7969,107103.1875,112202,22408.51644,62998.90637,166.2204654,302.8069672,549.8414947,91950.27723,luminal,luminal-Sca1-neg
P108,N253,p3-F04-luminal-Sca1-neg-K4-F9724,P108T0354_luminal-Sca1-neg,exp5,p3,F04,145600.5625,83090.92969,114839,56017.5,82274.32813,44621,5853.962315,16044.00881,113.6877467,6660.971808,394.3669592,437.2233005,luminal,luminal-Sca1-neg
P108,N253,p3-G04-luminal-Sca1-neg-K4-F9724,P108T0355_luminal-Sca1-neg,exp5,p3,G04,157461.5,86036.5625,119942,131838.2969,92334.99219,93574,1656.967064,18215.22624,69.45114555,570.3799797,451.2650039,15244.52889,luminal,luminal-Sca1-neg
P108,N253,p3-H04-luminal-Sca1-neg-K4-F9724,P108T0356_luminal-Sca1-neg,exp5,p3,H04,114560.0391,100823.2969,74465,182778.2031,99454.94531,120442,9877.866928,35730.39961,-138.6916218,1088.728761,764.2892202,19949.79992,luminal,luminal-Sca1-neg
P108,N253,p3-I04-luminal-Sca1-pos-K4-F9724,P108T0357_luminal-Sca1-pos,exp5,p3,I04,208619.4688,92415.17969,147942,179423.2031,101069.9375,116342,29357.43159,117556.3679,13.82104162,1510.456679,2322.106602,93129.21168,luminal,luminal-Sca1-pos
P108,N253,p3-J04-luminal-Sca1-pos-K4-F9724,P108T0358_luminal-Sca1-pos,exp5,p3,J04,111039.8828,82755.5625,87935,202155.7969,81906.64844,161751,13370.6271,36280.95838,22.43590821,915.3288218,2789.515882,14108.24977,luminal,luminal-Sca1-pos
P108,N253,p3-K04-luminal-Sca1-pos-K4-F9724,P108T0359_luminal-Sca1-pos,exp5,p3,K04,145748.5469,89333.22656,106923,131981.2969,109231.875,79185,16978.83569,36213.07301,-71.89520394,1079.57387,3337.402992,5621.614203,luminal,luminal-Sca1-pos
P108,N253,p3-L04-luminal-Sca1-pos-K4-F9724,P108T0360_luminal-Sca1-pos,exp5,p3,L04,200242.4219,86888.875,151033,128946.4063,85745.34375,98555,14946.34232,67166.65624,-391.5807779,693.493463,1726.171144,101363.5368,luminal,luminal-Sca1-pos
P108,N253,p3-M04-luminal-Sca1-pos-K4-F9724,P108T0361_luminal-Sca1-pos,exp5,p3,M04,146480.6094,83025.60938,115624,185042,83878.57031,144577,3108.849227,5089.744758,-45.59160869,1112.877524,4549.002119,640.574346,luminal,luminal-Sca1-pos
P108,N253,p3-N04-luminal-Sca1-pos-K4-F9724,P108T0362_luminal-Sca1-pos,exp5,p3,N04,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-O04-luminal-Sca1-pos-K4-F9724,P108T0363_luminal-Sca1-pos,exp5,p3,O04,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-A05-luminal-Sca1-neg-K4-F9724,P108T0364_luminal-Sca1-neg,exp5,p3,A05,71706.60156,78728.17188,59691,130157.5,79589.46875,107175,4849.306463,11534.23572,46.11462266,735.0493921,62.04179531,1110.830112,luminal,luminal-Sca1-neg
P108,N253,p3-B05-luminal-Sca1-neg-K4-F9724,P108T0365_luminal-Sca1-neg,exp5,p3,B05,199738.7031,90934.24219,143951,109112.3047,82842.33594,86318,6890.652763,29876.81118,94.96620589,1077.033627,280.3536577,7624.744297,luminal,luminal-Sca1-neg
P108,N253,p3-C05-luminal-Sca1-neg-K4-F9724,P108T0366_luminal-Sca1-neg,exp5,p3,C05,234328.7813,98874.36719,155318,217595.4063,106231.7109,134238,7672.346787,80205.74635,185.3735964,1876.050487,735.2708934,20428.13913,luminal,luminal-Sca1-neg
P108,N253,p3-D05-luminal-Sca1-neg-K4-F9724,P108T0367_luminal-Sca1-neg,exp5,p3,D05,216966.125,104051.7813,136654,181152.4063,102676.7891,115625,6805.773465,17424.32063,22.08720896,3216.402486,132.1667524,1328.939346,luminal,luminal-Sca1-neg
P108,N253,p3-E05-luminal-Sca1-neg-K4-F9724,P108T0368_luminal-Sca1-neg,exp5,p3,E05,125189.125,96501.85156,85018,139305.1094,95134.63281,95964,3155.666685,6441.382707,1.451247501,491.9165487,2.920738556,6967.687095,luminal,luminal-Sca1-neg
P108,N253,p3-F05-luminal-Sca1-neg-K4-F9724,P108T0369_luminal-Sca1-neg,exp5,p3,F05,241812.0625,93127.39063,170169,145757.7031,103580.2422,92222,10545.46665,29675.4817,68.45551252,454.8602938,682.9729709,22182.8711,luminal,luminal-Sca1-neg
P108,N253,p3-G05-luminal-Sca1-neg-K4-F9724,P108T0370_luminal-Sca1-neg,exp5,p3,G05,220540.1875,92978.50781,155448,90066.89844,87034.96875,67819,10739.03461,40327.76895,54.99784406,845.1175925,238.2773289,2297.907584,luminal,luminal-Sca1-neg
P108,N253,p3-H05-luminal-Sca1-neg-K4-F9724,P108T0371_luminal-Sca1-neg,exp5,p3,H05,239221.9219,93326.5625,167987,130102.5,89190.125,95598,20533.52428,51825.12981,330.5089042,505.7339138,502.1937307,42297.76176,luminal,luminal-Sca1-neg
P108,N253,p3-I05-luminal-Sca1-pos-K4-F9724,P108T0372_luminal-Sca1-pos,exp5,p3,I05,178959.7656,89684.46875,130773,218237.8125,98583.75781,145079,8763.920335,31088.00471,-109.6373261,1064.880716,4452.097637,714.557028,luminal,luminal-Sca1-pos
P108,N253,p3-J05-luminal-Sca1-pos-K4-F9724,P108T0373_luminal-Sca1-pos,exp5,p3,J05,118954.3594,103229.5625,75519,209641.2969,120368.0625,114142,30627.49299,68702.63614,-143.2719125,802.9995208,1354.197931,16168.93495,luminal,luminal-Sca1-pos
P108,N253,p3-K05-luminal-Sca1-pos-K4-F9724,P108T0374_luminal-Sca1-pos,exp5,p3,K05,165725.8438,85345.03906,127260,112424.4063,82975.89844,88795,2575.804872,4765.270696,72.05554019,3644.410481,1914.499609,2260.068508,luminal,luminal-Sca1-pos
P108,N253,p3-L05-luminal-Sca1-pos-K4-F9724,P108T0375_luminal-Sca1-pos,exp5,p3,L05,38023.01953,71286.09375,34956,13765.40039,65580.78906,13756,1693.442804,9341.019073,-61.30274197,70.15764966,1310.935958,82.67287758,luminal,luminal-Sca1-pos
P108,N253,p3-M05-luminal-Sca1-pos-K4-F9724,P108T0376_luminal-Sca1-pos,exp5,p3,M05,122639.1641,88568.98438,90746,156244,98235.77344,104235,39989.90746,76601.29101,-568.3889503,1610.155958,1615.606311,1663.843237,luminal,luminal-Sca1-pos
P108,N253,p3-N05-luminal-Sca1-pos-K4-F9724,P108T0377_luminal-Sca1-pos,exp5,p3,N05,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-O05-luminal-Sca1-pos-K4-F9724,P108T0378_luminal-Sca1-pos,exp5,p3,O05,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-A06-luminal-Sca1-neg-K4-F9724,P108T0379_luminal-Sca1-neg,exp5,p3,A06,240324.4219,92874.30469,169583,152861.5,94684.76563,105803,2435.404216,4409.927753,52.51224797,2126.419586,407.2961601,9376.198959,luminal,luminal-Sca1-neg
P108,N253,p3-B06-luminal-Sca1-neg-K4-F9724,P108T0380_luminal-Sca1-neg,exp5,p3,B06,193800.8906,87286.85156,145508,131008.9063,83046.85938,103385,2442.655157,8896.65536,5.615181651,1348.338019,226.5635824,1454.262005,luminal,luminal-Sca1-neg
P108,N253,p3-C06-luminal-Sca1-neg-K4-F9724,P108T0381_luminal-Sca1-neg,exp5,p3,C06,121174.0625,95513.32031,83143,102368.2031,92470.16406,72551,1576.381925,7261.644729,24.35761357,738.663089,62.39735094,2170.209992,luminal,luminal-Sca1-neg
P108,N253,p3-D06-luminal-Sca1-neg-K4-F9724,P108T0382_luminal-Sca1-neg,exp5,p3,D06,120639.9609,101318.1484,78034,162762.6094,104234.2344,102335,5092.107791,21776.17291,120.0368093,530.9520119,-60.11906144,17467.15661,luminal,luminal-Sca1-neg
P108,N253,p3-E06-luminal-Sca1-neg-K4-F9724,P108T0383_luminal-Sca1-neg,exp5,p3,E06,122780.2813,81295.32031,98979,116424,83708.6875,91149,7311.817097,17996.85224,2.991244444,1332.821877,327.5434597,8263.292434,luminal,luminal-Sca1-neg
