Run_RNA,Run_epi,BC_epi,BC_RNA,Exp,Plate,Well,FSC.A,FSC.W,FSC.H,SSC.A,SSC.W,SSC.H,CD29_Yel.Gr.C.610_20.A,EpCAM_Yel.Gr.A.780_60.A,Live_dead_Red.A.780_60.A,Lin_Violet.E.525_50.A,Sca1_Violet.C.670_30.A,Tspan8_UV.C.379_28.A,facs_phenotype,facs_phenotype_expanded
P108,N253,p3-F06-luminal-Sca1-neg-K4-F9724,P108T0384_luminal-Sca1-neg,exp5,p3,F06,203305.9063,115100.9453,115758,178449.7031,118333.3047,98830,10668.45619,59125.1716,89.14148705,456.8751133,372.6042012,56537.26542,luminal,luminal-Sca1-neg
P108,N253,p3-G06-luminal-Sca1-neg-K4-F9724,P108T0385_luminal-Sca1-neg,exp5,p3,G06,173567.7969,89296.45313,127384,112622.4063,80501.07813,91686,3937.878136,7371.617576,97.17191187,2516.272233,675.1618157,7854.853381,luminal,luminal-Sca1-neg
P108,N253,p3-H06-luminal-Sca1-neg-K4-F9724,P108T0386_luminal-Sca1-neg,exp5,p3,H06,223195.9844,99250.03906,147379,169786.1094,95110.75781,116991,9324.338101,22344.50119,81.49489533,584.7804156,476.1079906,8791.094881,luminal,luminal-Sca1-neg
P108,N253,p3-I06-luminal-Sca1-pos-K4-F9724,P108T0387_luminal-Sca1-pos,exp5,p3,I06,199773,98138.94531,133406,172389.7969,99042.14844,114070,8288.618972,28105.74987,32.48556264,966.7186767,3112.043086,5111.712926,luminal,luminal-Sca1-pos
P108,N253,p3-J06-luminal-Sca1-pos-K4-F9724,P108T0388_luminal-Sca1-pos,exp5,p3,J06,156831.3594,88211.92188,116516,242872.3125,99753.57031,159562,9518.69876,30231.30664,-154.9949107,1113.052337,41644.11066,861.3006117,luminal,luminal-Sca1-pos
P108,N253,p3-K06-luminal-Sca1-pos-K4-F9724,P108T0389_luminal-Sca1-pos,exp5,p3,K06,169606.6406,110252.6328,100817,160409.7031,105217.6406,99913,24358.73198,62931.34873,-270.6611255,853.3113267,2326.418296,3300.828156,luminal,luminal-Sca1-pos
P108,N253,p3-L06-luminal-Sca1-pos-K4-F9724,P108T0390_luminal-Sca1-pos,exp5,p3,L06,127084.4453,88306.28125,94315,143456.5,105231.1953,89342,14212.53872,65492.98336,-285.9334798,673.9304941,4587.863849,32999.79568,luminal,luminal-Sca1-pos
P108,N253,p3-M06-luminal-Sca1-pos-K4-F9724,P108T0391_luminal-Sca1-pos,exp5,p3,M06,152306.7031,87601.44531,113943,185032.1094,90698.25781,133699,6786.088163,58266.48636,83.48070076,1917.950827,3165.260726,7741.079069,luminal,luminal-Sca1-pos
P108,N253,p3-N06-luminal-Sca1-pos-K4-F9724,P108T0392_luminal-Sca1-pos,exp5,p3,N06,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-O06-luminal-Sca1-pos-K4-F9724,P108T0393_luminal-Sca1-pos,exp5,p3,O06,,,,,,,,,,,,,luminal,luminal-Sca1-pos
P108,N253,p3-A07-basal-Tspan8-neg-K4-F9724,P108T0394_basal-Tspan8-neg,exp5,p3,A07,176048.1875,91108.25781,126635,211297.9063,87126.47656,158937,14498.53998,1056.697581,237.6326713,3107.348457,362.5100726,848.6399814,basal,basal-Tspan8-neg
P108,N253,p3-B07-basal-Tspan8-neg-K4-F9724,P108T0395_basal-Tspan8-neg,exp5,p3,B07,228971.125,93977.46875,159675,149510.9063,87585.34375,111872,28857.92477,5762.53711,47.51308087,654.4977753,198.4241914,1069.65941,basal,basal-Tspan8-neg
P108,N253,p3-C07-basal-Tspan8-neg-K4-F9724,P108T0396_basal-Tspan8-neg,exp5,p3,C07,143747.375,88725.69531,106177,194538.2969,100646.2422,126674,33006.69434,3943.329381,86.72730933,674.7768757,345.2982822,749.8516745,basal,basal-Tspan8-pos
P108,N253,p3-D07-basal-Tspan8-neg-K4-F9724,P108T0397_basal-Tspan8-neg,exp5,p3,D07,194477.0781,95573.85156,133355,218007.9063,94155.65625,151742,74535.99869,2149.770187,359.7047923,1076.399304,495.1758781,606.7522109,basal,basal-Tspan8-neg
P108,N253,p3-E07-basal-Tspan8-neg-K4-F9724,P108T0398_basal-Tspan8-neg,exp5,p3,E07,118048.8438,81907.05469,94454,123956.8047,85440.86719,95079,36109.15283,2054.999849,144.652615,524.1658306,-21.26103028,524.9024569,basal,basal-Tspan8-pos
P108,N253,p3-F07-basal-Tspan8-neg-K4-F9724,P108T0399_basal-Tspan8-neg,exp5,p3,F07,208457.7656,96485.57031,141591,118885.8047,117358.2969,66389,71787.9505,3330.228313,369.0433604,1543.225854,522.0242371,959.3762174,basal,basal-Tspan8-pos
P108,N253,p3-G07-basal-Tspan8-neg-K4-F9724,P108T0400_basal-Tspan8-neg,exp5,p3,G07,188290.3438,90812.58594,135882,144607.1094,89946.76563,105362,7231.823556,2530.710737,164.1462159,1213.43497,194.2630193,778.6324274,basal,basal-Tspan8-neg
P108,N253,p3-H07-basal-Tspan8-neg-K4-F9724,P108T0401_basal-Tspan8-neg,exp5,p3,H07,152011.7188,91785.74219,108538,154159.5,95406.69531,105894,9335.44959,3468.089158,43.09812287,607.7617419,-126.0534247,1017.834234,basal,basal-Tspan8-neg
P108,N253,p3-I07-basal-Tspan8-pos-K4-F9724,P108T0402_basal-Tspan8-pos,exp5,p3,I07,200977.4219,91256.65625,144332,166183.6094,84486.67969,128908,21778.40046,7243.700787,150.4037794,1111.318319,-459.0252609,3309.904077,basal,basal-Tspan8-pos
P108,N253,p3-J07-basal-Tspan8-pos-K4-F9724,P108T0403_basal-Tspan8-pos,exp5,p3,J07,170334.7813,85253.89844,130939,132134.2031,84614.65625,102341,78996.79158,16181.13232,205.1969584,666.7278622,232.1574341,19766.66187,basal,basal-Tspan8-pos
P108,N253,p3-K07-basal-Tspan8-pos-K4-F9724,P108T0404_basal-Tspan8-pos,exp5,p3,K07,121172.1016,88917.52344,89309,160174.2969,86005.82031,122052,74702.8462,5779.134854,147.0414589,245.8103681,16.08194465,3363.064982,basal,basal-Tspan8-pos
P108,N253,p3-L07-basal-Tspan8-pos-K4-F9724,P108T0405_basal-Tspan8-pos,exp5,p3,L07,176665.5781,92778.77344,124791,173270.9063,94589.60938,120050,62099.74074,9035.356895,64.04975546,1597.402554,780.4575825,11140.68543,basal,basal-Tspan8-pos
P108,N253,p3-M07-basal-Tspan8-pos-K4-F9724,P108T0406_basal-Tspan8-pos,exp5,p3,M07,115150,83519.30469,90356,101168.1016,84259.82813,78687,19753.39674,1593.422845,50.2192023,953.7649332,361.4351954,28414.07288,basal,basal-Tspan8-pos
P108,N253,p3-N07-basal-Tspan8-pos-K4-F9724,P108T0407_basal-Tspan8-pos,exp5,p3,N07,85416.80469,89891.0625,62274,151858.2969,89142.9375,111643,102232.6493,8002.678239,97.44920028,1775.770871,1607.800508,4752.065528,basal,basal-Tspan8-pos
P108,N253,p3-A08-basal-Tspan8-neg-K4-F9724,P108T0408_basal-Tspan8-neg,exp5,p3,A08,189587.8594,94590.42188,131354,72591.20313,87991.28906,54066,9593.714409,2038.768345,76.59563625,659.5292976,21.30491145,288.9254455,basal,basal-Tspan8-neg
P108,N253,p3-B08-basal-Tspan8-neg-K4-F9724,P108T0409_basal-Tspan8-neg,exp5,p3,B08,183814.6875,90773.64063,132709,153620.5,86639.41406,116202,48035.61459,2393.490371,47.89927249,471.2986239,250.9427374,854.5601003,basal,basal-Tspan8-neg
P108,N253,p3-C08-basal-Tspan8-neg-K4-F9724,P108T0410_basal-Tspan8-neg,exp5,p3,C08,204307.4688,89675.19531,149311,228369.9063,89913.97656,166453,17061.98403,1084.087508,221.6296989,1510.547007,-126.3986607,1020.120963,basal,basal-Tspan8-pos
P108,N253,p3-D08-basal-Tspan8-neg-K4-F9724,P108T0411_basal-Tspan8-neg,exp5,p3,D08,128862.1641,96345.98438,87654,214118.2969,108741.6406,129044,88029.2646,4331.143995,276.4416599,340.4989297,339.5966621,783.7996722,basal,basal-Tspan8-neg
P108,N253,p3-E08-basal-Tspan8-neg-K4-F9724,P108T0412_basal-Tspan8-neg,exp5,p3,E08,162772.125,91233.91406,116924,158096.4063,85173.42188,121646,59158.29509,6368.982684,222.4417508,555.549678,441.1480745,1654.663284,basal,basal-Tspan8-pos
P108,N253,p3-F08-basal-Tspan8-neg-K4-F9724,P108T0413_basal-Tspan8-neg,exp5,p3,F08,142210.75,80048.82031,116428,72670.39844,71741.01563,66385,9282.532013,1428.534868,136.6567922,5193.28594,42.8699924,434.3773178,basal,basal-Tspan8-pos
P108,N253,p3-G08-basal-Tspan8-neg-K4-F9724,P108T0414_basal-Tspan8-neg,exp5,p3,G08,176620.5,85589.85938,135238,146506.7969,93122.32031,103106,68431.41552,6063.099782,226.639534,167.4837331,675.7286966,1414.090012,basal,basal-Tspan8-neg
P108,N253,p3-H08-basal-Tspan8-neg-K4-F9724,P108T0415_basal-Tspan8-neg,exp5,p3,H08,94107.44531,84407.8125,73067,151616.2969,82260.48438,120791,11906.721,4811.478804,86.8614643,781.0303879,273.208247,804.0374124,basal,basal-Tspan8-neg
P108,N253,p3-I08-basal-Tspan8-pos-K4-F9724,P108T0416_basal-Tspan8-pos,exp5,p3,I08,130059.7188,85855.8125,99278,121732.6016,83574.64063,95458,9732.888132,2690.487358,28.78698954,492.7667476,109.7927231,18332.16591,basal,basal-Tspan8-pos
P108,N253,p3-J08-basal-Tspan8-pos-K4-F9724,P108T0417_basal-Tspan8-pos,exp5,p3,J08,152459.5781,89856.47656,111195,142810.7969,109232.3672,85682,52070.28942,12838.47615,478.3744513,1804.599416,937.5264872,6272.02668,basal,basal-Tspan8-pos
P108,N253,p3-K08-basal-Tspan8-pos-K4-F9724,P108T0418_basal-Tspan8-pos,exp5,p3,K08,154841.9688,90344.125,112323,128372.2031,112333.6094,74893,73729.7654,24370.01324,40.97727362,206.4307673,694.1834402,13122.0497,basal,basal-Tspan8-pos
P108,N253,p3-L08-basal-Tspan8-pos-K4-F9724,P108T0419_basal-Tspan8-pos,exp5,p3,L08,111137.8828,93375.02344,78003,164367.5,85730.11719,125650,66499.94331,2088.082137,74.65600969,166.8995613,32.2083914,37091.55497,basal,basal-Tspan8-pos
P108,N253,p3-M08-basal-Tspan8-pos-K4-F9724,P108T0420_basal-Tspan8-pos,exp5,p3,M08,89801.32031,79150.28906,74355,128757.2031,83913.25,100559,46023.0232,5575.394368,50.46302417,796.9518639,218.8599365,3270.267,basal,basal-Tspan8-pos
P108,N253,p3-N08-basal-Tspan8-pos-K4-F9724,P108T0421_basal-Tspan8-pos,exp5,p3,N08,220669.5469,93048.00781,155423,134129.6094,92092.47656,95451,20931.23164,3881.485192,168.5520393,1691.267044,-339.8979413,10238.53311,basal,basal-Tspan8-pos
P108,N253,p3-A09-basal-Tspan8-neg-K4-F9724,P108T0422_basal-Tspan8-neg,exp5,p3,A09,150978.7969,88386.78125,111946,156671.9063,94040.74219,109183,7738.016997,1958.564458,325.0943794,752.2202653,86.89909924,667.2051526,basal,basal-Tspan8-neg
P108,N253,p3-B09-basal-Tspan8-neg-K4-F9724,P108T0423_basal-Tspan8-neg,exp5,p3,B09,135320.3594,87769.86719,101041,111426.7031,98567.35156,74086,38254.77213,1389.722086,166.0941639,403.737778,-127.4149768,430.7122036,basal,basal-Tspan8-neg
P108,N253,p3-C09-basal-Tspan8-neg-K4-F9724,P108T0424_basal-Tspan8-neg,exp5,p3,C09,142341.0781,80811.40625,115435,57184.60156,75774.39844,49458,14487.08097,3785.908989,150.3618833,4877.646396,-240.7323036,225.611472,basal,basal-Tspan8-pos
P108,N253,p3-D09-basal-Tspan8-neg-K4-F9724,P108T0425_basal-Tspan8-neg,exp5,p3,D09,153139.7031,81665.21094,122894,60546.20313,80052.375,49567,12202.80563,1754.903537,88.20353027,5884.338273,4430.344969,363.0107048,basal,basal-Tspan8-neg
P108,N253,p3-E09-basal-Tspan8-neg-K4-F9724,P108T0426_basal-Tspan8-neg,exp5,p3,E09,140705.4688,87549.00781,105327,144167.1094,88913.59375,106262,7386.860839,1849.188793,25.47155454,502.176707,48.68586864,389.6670866,basal,basal-Tspan8-pos
P108,N253,p3-F09-basal-Tspan8-neg-K4-F9724,P108T0427_basal-Tspan8-neg,exp5,p3,F09,167856.3594,95925.44531,114679,185859.2969,103072.375,118174,34292.87541,2718.87907,103.4914459,859.8059707,174.9261791,1129.702656,basal,basal-Tspan8-pos
P108,N253,p3-G09-basal-Tspan8-neg-K4-F9724,P108T0428_basal-Tspan8-neg,exp5,p3,G09,115016.7188,83772.17188,89979,132660,81122.74219,107171,39222.27814,4681.161416,123.2070962,482.0071706,-15.07121369,679.9025713,basal,basal-Tspan8-neg
P108,N253,p3-H09-basal-Tspan8-neg-K4-F9724,P108T0429_basal-Tspan8-neg,exp5,p3,H09,206784.9063,91577.73438,147982,140220.2969,92951.63281,98863,102606.2276,4642.002476,332.45469,838.4755356,240.1149819,842.9410776,basal,basal-Tspan8-neg
P108,N253,p3-I09-basal-Tspan8-pos-K4-F9724,P108T0430_basal-Tspan8-pos,exp5,p3,I09,105382.3438,85286.59375,80978,186840.5,98823.13281,123906,74921.14031,5935.416456,331.9543798,1106.82362,-164.4331123,4482.666282,basal,basal-Tspan8-pos
P108,N253,p3-J09-basal-Tspan8-pos-K4-F9724,P108T0431_basal-Tspan8-pos,exp5,p3,J09,147495.8906,104453.0156,92542,195994.7031,117737.6719,109096,117038.6165,28224.6654,343.6812414,711.1676445,634.2803849,3471.677139,basal,basal-Tspan8-pos
P108,N253,p3-K09-basal-Tspan8-pos-K4-F9724,P108T0432_basal-Tspan8-pos,exp5,p3,K09,197937.4688,105509.9922,122946,244662,131263,122153,50041.51248,14796.6788,75.7080775,820.1732017,531.1056373,4263.339645,basal,basal-Tspan8-pos
P108,N253,p3-L09-basal-Tspan8-pos-K4-F9724,P108T0433_basal-Tspan8-pos,exp5,p3,L09,112277.625,83223.73438,88415,107366.6016,89780.63281,78373,40665.47229,1836.136543,98.81167274,317.4826113,-53.34930754,19323.04511,basal,basal-Tspan8-pos
P108,N253,p3-M09-basal-Tspan8-pos-K4-F9724,P108T0434_basal-Tspan8-pos,exp5,p3,M09,112358.9609,104762.6484,70288,190137.2031,106283,117242,15715.26791,6797.657719,23.54085518,828.138631,1248.781629,103289.1178,basal,basal-Tspan8-pos
P108,N253,p3-N09-basal-Tspan8-pos-K4-F9724,P108T0435_basal-Tspan8-pos,exp5,p3,N09,212529.6719,88970.59375,156550,98100.20313,87928.86719,73117,12143.80471,6384.03857,-48.95644847,2366.775366,38.56886907,3264.099619,basal,basal-Tspan8-pos
P108,N253,p3-A10-basal-Tspan8-neg-K27-F9724,P108T0436_basal-Tspan8-neg,exp5,p3,A10,133561.2656,82743.96875,105785,127033.5,86140.96875,96647,47461.83268,2432.126939,346.4403505,127.584053,132.6515329,1323.005122,basal,basal-Tspan8-neg
P108,N253,p3-B10-basal-Tspan8-neg-K27-F9724,P108T0437_basal-Tspan8-neg,exp5,p3,B10,142125.4844,86490.51563,107692,133067,82686.33594,105467,56974.66453,10329.68162,167.9747267,584.1420341,1966.820973,760.6416919,basal,basal-Tspan8-neg
P108,N253,p3-C10-basal-Tspan8-neg-K27-F9724,P108T0438_basal-Tspan8-neg,exp5,p3,C10,214398.5313,93791.57813,149809,239912.2031,91874.70313,171134,20023.11271,3433.404301,522.8315093,4648.793341,1342.340871,1252.56332,basal,basal-Tspan8-pos
P108,N253,p3-D10-basal-Tspan8-neg-K27-F9724,P108T0439_basal-Tspan8-neg,exp5,p3,D10,104883.5234,83355.32813,82462,151165.2969,85505.63281,115861,30037.26849,1670.607987,116.9306077,1667.522255,186.561985,300.2975452,basal,basal-Tspan8-neg
P108,N253,p3-E10-basal-Tspan8-neg-K27-F9724,P108T0440_basal-Tspan8-neg,exp5,p3,E10,162542.7969,96395.75781,110507,164429.1094,93010.64063,115858,42287.12834,2804.171802,68.19217949,171.363882,80.74450019,1476.281022,basal,basal-Tspan8-pos
P108,N253,p3-F10-basal-Tspan8-neg-K27-F9724,P108T0441_basal-Tspan8-neg,exp5,p3,F10,166645.0781,90247.09375,121015,117506.4063,102275.0156,75296,22686.07982,4862.986252,147.980262,719.6667404,68.4746463,1574.984663,basal,basal-Tspan8-pos
P108,N253,p3-G10-basal-Tspan8-neg-K27-F9724,P108T0442_basal-Tspan8-neg,exp5,p3,G10,122042.3438,82794.1875,96603,113591.5,91742.25,81144,64897.15498,2868.30578,149.9861264,37.26095934,-46.41342275,1243.582015,basal,basal-Tspan8-neg
P108,N253,p3-H10-basal-Tspan8-neg-K27-F9724,P108T0443_basal-Tspan8-neg,exp5,p3,H10,193323.625,91560.30469,138375,136464.9063,84800.96875,105463,17524.58859,2027.064758,98.08705044,496.6124539,20.42925362,719.3473566,basal,basal-Tspan8-neg
P108,N253,p3-I10-basal-Tspan8-pos-K27-F9724,P108T0444_basal-Tspan8-pos,exp5,p3,I10,125857.4844,95218.375,86624,169716.7969,101925.8828,109124,25912.25125,3062.944603,144.3440816,541.0255666,148.3923519,4750.671168,basal,basal-Tspan8-pos
P108,N253,p3-J10-basal-Tspan8-pos-K27-F9724,P108T0445_basal-Tspan8-pos,exp5,p3,J10,193497.0781,89235.75,142107,147079.9063,95570.29688,100858,129469.9874,11776.61608,437.9365246,423.7337494,672.7198428,4263.979046,basal,basal-Tspan8-pos
P108,N253,p3-K10-basal-Tspan8-pos-K27-F9724,P108T0446_basal-Tspan8-pos,exp5,p3,K10,155093.8281,90189.97656,112698,163053,98465.24219,108524,15421.90919,4156.783329,108.2792979,1348.260242,-78.76991878,5893.984567,basal,basal-Tspan8-pos
P108,N253,p3-L10-basal-Tspan8-pos-K27-F9724,P108T0447_basal-Tspan8-pos,exp5,p3,L10,111759.2031,82783.28125,88475,95899.10156,77810.64844,80771,25397.29314,1307.341588,311.7601605,238.7562621,3.125859957,4298.067615,basal,basal-Tspan8-pos
P108,N253,p3-M10-basal-Tspan8-pos-K27-F9724,P108T0448_basal-Tspan8-pos,exp5,p3,M10,112351.125,81307.49219,90558,138327.2031,82608.83594,109739,30890.3407,1941.925799,66.73112812,48.83252811,501.0213997,12701.83169,basal,basal-Tspan8-pos
P108,N253,p3-N10-basal-Tspan8-pos-K27-F9724,P108T0449_basal-Tspan8-pos,exp5,p3,N10,87379.74219,77349.84375,74034,120914.2031,81590.50781,97122,10658.88264,1315.083963,63.8461197,46.42468418,314.7844228,26431.93713,basal,basal-Tspan8-pos
P108,N253,p3-A11-basal-Tspan8-neg-K27-F9724,P108T0450_basal-Tspan8-neg,exp5,p3,A11,172931.7813,93511.03906,121197,170581.4063,92318.5625,121094,7674.504434,2230.856188,110.8098742,907.804884,32.84902034,464.3088115,basal,basal-Tspan8-neg
P108,N253,p3-B11-basal-Tspan8-neg-K27-F9724,P108T0451_basal-Tspan8-neg,exp5,p3,B11,156590.2813,83634.60156,122704,49651.80078,80460.42969,40442,10490.48435,2083.008944,159.1881433,3236.200119,-42.4797241,1459.176693,basal,basal-Tspan8-neg
P108,N253,p3-C11-basal-Tspan8-neg-K27-F9724,P108T0452_basal-Tspan8-neg,exp5,p3,C11,134006.1875,85152.75781,103135,139279.7969,78014.39844,117002,11746.25688,1326.553016,155.5799532,4046.525529,2.824000326,998.8982369,basal,basal-Tspan8-pos
P108,N253,p3-D11-basal-Tspan8-neg-K27-F9724,P108T0453_basal-Tspan8-neg,exp5,p3,D11,178753.9688,87999.97656,133123,183879.2969,89797.34375,134199,7985.202727,1814.996446,98.41438661,3932.347379,568.5870485,855.1674525,basal,basal-Tspan8-neg
P108,N253,p3-E11-basal-Tspan8-neg-K27-F9724,P108T0454_basal-Tspan8-neg,exp5,p3,E11,136000.4844,86440.96094,103110,121137.5,85514.05469,92837,29684.61151,2064.739211,105.9425702,247.7966456,167.6206051,554.3509491,basal,basal-Tspan8-pos
P108,N253,p3-F11-basal-Tspan8-neg-K27-F9724,P108T0455_basal-Tspan8-neg,exp5,p3,F11,108829.9844,83229.65625,85694,153150.7969,85715.79688,117095,47820.47588,1566.280257,299.0687965,283.9851033,9.902755949,1089.595652,basal,basal-Tspan8-pos
P108,N253,p3-G11-basal-Tspan8-neg-K27-F9724,P108T0456_basal-Tspan8-neg,exp5,p3,G11,92955.94531,76486.04688,79648,70150.30469,74870.86719,61404,25029.97985,1930.061965,163.136621,297.3039244,61.89189708,270.505702,basal,basal-Tspan8-neg
P108,N253,p3-H11-basal-Tspan8-neg-K27-F9724,P108T0457_basal-Tspan8-neg,exp5,p3,H11,182023.25,91380.4375,130543,240483.1094,86232.13281,182766,9129.154776,1524.323859,164.9600677,5247.870397,220.8628847,1233.98104,basal,basal-Tspan8-neg
P108,N253,p3-I11-basal-Tspan8-pos-K27-F9724,P108T0458_basal-Tspan8-pos,exp5,p3,I11,130941.7188,83123.25781,103237,157973.2031,82396.96875,125647,22105.41319,6511.876214,244.0239654,239.1921287,264.0967815,41988.20599,basal,basal-Tspan8-pos
P108,N253,p3-J11-basal-Tspan8-pos-K27-F9724,P108T0459_basal-Tspan8-pos,exp5,p3,J11,209265.2813,92523.02344,148227,109225.6016,94136.17969,76041,37156.04227,25288.96225,334.4274291,875.9829497,3088.741923,9809.862939,basal,basal-Tspan8-pos
P108,N253,p3-K11-basal-Tspan8-pos-K27-F9724,P108T0460_basal-Tspan8-pos,exp5,p3,K11,118498.6641,85316.4375,91025,132617.1094,91604.875,94877,61410.15703,5462.715431,104.0132061,2138.283165,2727.133106,12068.856,basal,basal-Tspan8-pos
P108,N253,p3-L11-basal-Tspan8-pos-K27-F9724,P108T0461_basal-Tspan8-pos,exp5,p3,L11,127383.3438,82210.16406,101547,123167,84942.9375,95027,7163.853484,4358.603336,302.7085074,559.5055415,525.2083844,12404.6497,basal,basal-Tspan8-pos
P108,N253,p3-M11-basal-Tspan8-pos-K27-F9724,P108T0462_basal-Tspan8-pos,exp5,p3,M11,128229.0859,86165.35156,97529,157884.1094,92536.78125,111816,80601.2408,7089.263081,130.793426,86.90747031,377.9633822,5097.0637,basal,basal-Tspan8-pos
P108,N253,p3-N11-basal-Tspan8-pos-K27-F9724,P108T0463_basal-Tspan8-pos,exp5,p3,N11,220760.6875,93664.96875,154463,156630.1094,91290.71875,112442,11340.82755,3666.254185,141.5112227,3242.868725,4429.849352,4638.424114,basal,basal-Tspan8-pos
P108,N253,p3-O11-basal-Tspan8-pos-K27-F9724,P108T0464_basal-Tspan8-pos,exp5,p3,O11,,,,,,,,,,,,,basal,basal-Tspan8-pos
P108,N253,p3-A12-basal-Tspan8-neg-K27-F9724,P108T0465_basal-Tspan8-neg,exp5,p3,A12,122719.5234,88442.8125,90935,166163.7969,80420.28125,135410,45532.26303,3110.81299,237.2109883,678.4114657,63.04839929,795.1188719,basal,basal-Tspan8-neg
P108,N253,p3-B12-basal-Tspan8-neg-K27-F9724,P108T0466_basal-Tspan8-neg,exp5,p3,B12,142880.0781,89972.41406,104074,216157.7031,90765.35156,156074,8363.058343,2140.210328,356.6042563,589.3383998,-71.93892213,637.6687818,basal,basal-Tspan8-neg
P108,N253,p3-C12-basal-Tspan8-neg-K27-F9724,P108T0467_basal-Tspan8-neg,exp5,p3,C12,138451.4688,90131.67969,100670,209587.4063,92039.53906,149235,25668.20249,2173.634877,294.5754244,946.5285957,730.2872424,997.9260614,basal,basal-Tspan8-neg
P108,N253,p3-D12-basal-Tspan8-neg-K27-F9724,P108T0468_basal-Tspan8-neg,exp5,p3,D12,138052.6094,80362.17969,112583,46972.19922,76646.91406,40163,12778.53905,2050.060954,94.53244225,6935.248652,296.3176402,779.5637269,basal,basal-Tspan8-neg
P108,N253,p3-E12-basal-Tspan8-neg-K27-F9724,P108T0469_basal-Tspan8-neg,exp5,p3,E12,194238.9375,93075.40625,136767,235230.6094,92758.39063,166196,18005.50016,1235.716307,198.5123079,4201.667625,-282.3879565,1549.585311,basal,basal-Tspan8-neg
P108,N253,p3-F12-basal-Tspan8-neg-K27-F9724,P108T0470_basal-Tspan8-neg,exp5,p3,F12,210570.6406,90883.67188,151842,123636.7031,90786.04688,89250,19314.31665,1913.940737,260.9932388,4392.48687,282.3024409,1406.673679,basal,basal-Tspan8-neg
P108,N253,p3-G12-basal-Tspan8-neg-K27-F9724,P108T0471_basal-Tspan8-neg,exp5,p3,G12,227135.5781,100130.8906,148661,151976,112916.3438,88206,26089.98512,1200.537879,229.9844746,986.699554,-166.3192824,445.8533696,basal,basal-Tspan8-neg
P108,N253,p3-H12-basal-Tspan8-neg-K27-F9724,P108T0472_basal-Tspan8-neg,exp5,p3,H12,179988.7656,99550.54688,118490,121137.5,101462.9453,78244,87474.72906,5534.973508,223.8828562,168.0549814,23.90659785,521.2153965,basal,basal-Tspan8-neg
P108,N253,p3-I12-basal-Tspan8-pos-K27-F9724,P108T0473_basal-Tspan8-pos,exp5,p3,I12,137945.7813,81442.25,111004,115049,78356.46094,96225,64055.15621,7004.536383,199.4011044,1605.627488,491.2292746,7293.695494,basal,basal-Tspan8-pos
P108,N253,p3-J12-basal-Tspan8-pos-K27-F9724,P108T0474_basal-Tspan8-pos,exp5,p3,J12,164934,95012.65625,113765,167926,102037.9219,107854,12953.22275,1968.232975,240.1417453,1091.274822,170.5478789,4904.078239,basal,basal-Tspan8-pos
P108,N253,p3-K12-basal-Tspan8-pos-K27-F9724,P108T0475_basal-Tspan8-pos,exp5,p3,K12,122113.8828,87393.17969,91573,127999.3047,101825.1797,82382,55679.52083,16408.0404,-58.49027655,979.7895199,27.14021409,8254.34907,basal,basal-Tspan8-pos
P108,N253,p4-A01-luminal-Sca1-neg-K4-F9717,P108T0476_luminal-Sca1-neg,exp5,p4,A01,138297.6094,83216.01563,108915,133982.2031,85840.82031,102290,1004.288438,7523.110483,78.45216166,1087.158408,338.3885003,3564.953493,luminal,luminal-Sca1-neg
P108,N253,p4-B01-luminal-Sca1-neg-K4-F9717,P108T0477_luminal-Sca1-neg,exp5,p4,B01,120629.1797,81508.10938,96991,143325.6094,92711.64844,101314,4555.152346,12158.75644,141.672689,1082.972565,457.6841933,2787.904934,luminal,luminal-Sca1-neg
P108,N253,p4-C01-luminal-Sca1-neg-K4-F9717,P108T0478_luminal-Sca1-neg,exp5,p4,C01,189946.5469,90930.14844,136900,169956.6094,85306.97656,130567,8874.647578,72311.7125,125.5290176,1190.485685,260.7761603,9962.106095,luminal,luminal-Sca1-neg
P108,N253,p4-D01-luminal-Sca1-neg-K4-F9717,P108T0479_luminal-Sca1-neg,exp5,p4,D01,104681.6406,111141.25,61727,116911.3047,91295.6875,83924,4022.482175,17496.87041,350.9180768,1400.258435,524.7319363,3515.318643,luminal,luminal-Sca1-neg
P108,N253,p4-E01-luminal-Sca1-neg-K4-F9717,P108T0480_luminal-Sca1-neg,exp5,p4,E01,124149.3438,80395.35938,101203,102597,80066.17188,83978,6084.136285,28282.76205,99.85813828,536.6515064,776.2977841,15372.84211,luminal,luminal-Sca1-neg
P108,N253,p4-F01-luminal-Sca1-neg-K4-F9717,P108T0481_luminal-Sca1-neg,exp5,p4,F01,203943.8906,86838.53906,153914,106090.6016,85052.09375,81747,3985.218654,24825.67281,36.77444074,893.7923529,327.7118133,10672.05594,luminal,luminal-Sca1-neg
P108,N253,p4-G01-luminal-Sca1-neg-K4-F9717,P108T0482_luminal-Sca1-neg,exp5,p4,G01,216464.3594,91662.89844,154765,140474.4063,89506.78125,102854,1284.81397,7134.807736,-19.61391581,1447.973671,556.7764824,4045.522212,luminal,luminal-Sca1-neg
P108,N253,p4-H01-luminal-Sca1-neg-K4-F9717,P108T0483_luminal-Sca1-neg,exp5,p4,H01,146006.2813,103357.9063,92578,233117.5,97853.59375,156127,2815.743674,5271.221409,46.35096072,5464.504267,240.1097621,1200.188034,luminal,luminal-Sca1-neg
