"","FSC.A","FSC.H","FSC.W","BSC.A","BSC.H","BSC.W","DAPI","H2Db","HLA","Well","Annot","CB"
"625",386412,123173.1,354,98276.7,27139.84,354,110.9467,158021.4,728.3178,NA,"not_sorted",NA
"626",351714.1,113361.9,340,100782.3,32886.56,340,74.40594,89517.12,387.7018,NA,"not_sorted",NA
"627",299249.7,111861.1,303,66447.79,22529.92,303,45.32133,51219.7,243.7681,NA,"not_sorted",NA
"628",290268.2,101624.3,307,63554,20643.84,307,94.35935,109072.4,150.8885,NA,"not_sorted",NA
"629",293522.1,80510.08,338,50246.06,15372,338,42.38762,10774.46,-161.5126,NA,"not_sorted",NA
"630",235558.9,85442.56,276,50590.32,17918.88,276,88.36362,76063.62,439.7982,NA,"not_sorted",NA
"631",424497.9,117270.7,391,107126.3,29242.08,391,116.8826,33899.58,-242.5746,NA,"not_sorted",NA
"632",288519.4,84882.56,326,61909.03,18374.72,326,248.0834,129571.3,1146.087,NA,"not_sorted",NA
"633",281723.9,100432.6,302,50167.17,16079.84,302,113.4314,62771.57,-300.3314,NA,"not_sorted",NA
"634",330368.2,104744.6,338,108440.3,35889.28,338,336.0803,29359.01,-385.8188,NA,"not_sorted",NA
"635",365335.5,106167,362,70321.04,20260.8,362,42.54411,20612.41,187.6838,NA,"not_sorted",NA
"636",313707.6,96324.48,335,100390,31103.52,335,60.72963,90781.38,954.7828,NA,"not_sorted",NA
"637",268603.6,94230.08,295,72063.2,24424.96,295,140.1603,67326.92,165.2744,NA,"not_sorted",NA
"638",375176,118410.9,354,61325.04,18612.16,354,9.707443,23728.12,-268.088,NA,"not_sorted",NA
"639",700858.9,159293.1,514,165673.1,40500.32,514,1043.8,41602.07,-710.4713,NA,"not_sorted",NA
"640",317493.6,100154.9,333,76959.57,23633.12,333,78.36545,116950.4,552.187,NA,"not_sorted",NA
"641",262958.6,94227.84,290,48717.98,16695.84,290,115.5788,68383,211.7834,NA,"not_sorted",NA
"642",568045.9,133004.5,462,131927,31459.68,462,136.3909,17905.18,-480.6839,NA,"not_sorted",NA
"643",484615.9,118827.5,442,158674.5,40314.4,442,233.8828,20254.81,-59.62589,NA,"not_sorted",NA
"644",349762.3,104807.4,352,84385.39,25567.36,352,65.12892,14160.56,77.88345,NA,"not_sorted",NA
"645",581589.4,131772.5,483,273564.6,64154.72,483,159.3041,67640.64,79.82941,NA,"not_sorted",NA
"646",499495.6,130668.2,429,118075.8,30534.56,429,255.9864,35563.93,-182.2383,NA,"not_sorted",NA
"647",263625.5,93477.44,292,56601.95,18798.08,292,623.2795,308.7632,10.67726,NA,"not_sorted",NA
"648",658939.8,171530.2,486,236644.9,52643.36,486,1367.914,3599.206,130.5459,NA,"not_sorted",NA
"649",435769.2,106962.2,427,116482.6,26421.92,427,156.8234,8086.114,-57.76221,NA,"not_sorted",NA
"650",425774.4,132634.9,368,137991.3,40483.52,368,354.7007,71848.95,1669.323,NA,"not_sorted",NA
"651",460579.3,143964.8,380,106491.2,29291.36,380,106.8866,95594.52,642.7726,NA,"not_sorted",NA
"652",420733.7,120904,389,111994.2,29895.04,389,93.03633,731.7572,26.46629,NA,"not_sorted",NA
"653",344907.3,97240.64,359,127538.1,69575.52,359,-296.8374,84915.07,287.8812,NA,"not_sorted",NA
"654",399678.5,121378.9,370,146458.9,37802.24,370,139.2626,110544.3,-769.5224,NA,"not_sorted",NA
"655",425749.8,114085.4,399,166775.5,49249.76,399,115.0505,34593.6,-259.1828,NA,"not_sorted",NA
"656",460879.1,125184.6,416,116008,28051.52,416,149.9816,14203.58,-364.3481,NA,"not_sorted",NA
"657",711915.3,168492.8,511,156939,34609.12,511,115.7535,2167.774,158.2071,NA,"not_sorted",NA
"658",439231.2,116005.1,402,124672,34556.48,402,235.5457,95030.3,956.0311,NA,"not_sorted",NA
"659",517905.1,133519.7,426,169760.1,39915.68,426,123.6878,193230.8,1152.401,NA,"not_sorted",NA
"660",368381.1,110803.8,362,60929.79,18351.2,362,54.12658,19519.97,-570.3842,NA,"not_sorted",NA
"661",609103.4,161152.3,446,128158,35287.84,446,298.0226,2991.028,8.900739,NA,"not_sorted",NA
"662",360539,93513.28,382,150678.8,43668.8,382,2867.724,430.735,1614.326,NA,"not_sorted",NA
"663",319262.8,104054.7,329,91358.13,28482.72,329,131.4502,39430.74,-367.8431,NA,"not_sorted",NA
"664",421469.9,118982.1,395,84792.27,24193.12,395,247.495,5214.86,13.30132,NA,"not_sorted",NA
"665",409359,95726.4,415,109158.6,26961.76,415,310.2172,67245.04,244.7133,NA,"not_sorted",NA
"666",617698.9,145765.8,470,176075,41092.8,470,141.7242,33638.64,-330.8446,NA,"not_sorted",NA
"667",290803,95394.88,315,64018,21124.32,315,-35.32976,141206.8,668.9514,NA,"not_sorted",NA
"668",636146.3,136263.7,531,169614.5,34837.6,531,90.97651,33059.56,-280.262,NA,"not_sorted",NA
"669",410229.5,133237.4,363,103141.6,31413.76,363,301.5233,118612.4,1260.869,NA,"not_sorted",NA
"670",570252.4,142719.4,455,116131.3,30738.4,455,153.0328,107010.6,179.0757,NA,"not_sorted",NA
"671",375376.9,124725.4,344,112939.1,35304.64,344,31.4285,79528.9,988.1296,NA,"not_sorted",NA
"672",218193.4,80613.12,263,39315.64,13866.72,263,40.32993,48455.19,504.4034,NA,"not_sorted",NA
"673",689767.4,134064,542,201424.4,41877.92,542,106.3748,61654.61,-238.0644,NA,"not_sorted",NA
"674",389566.1,126253.1,354,103720.2,32347.84,354,85.58717,157400.8,945.8337,NA,"not_sorted",NA
"675",504526.9,134769.6,419,111290.4,29541.12,419,72.77789,27362.3,-625.835,NA,"not_sorted",NA
"676",449897.2,127066.2,398,116596.5,33148.64,398,156.3953,17743.31,-199.2686,NA,"not_sorted",NA
"677",605854.1,149773.1,462,191952.9,43686.72,462,216.3258,54301.07,181.3601,NA,"not_sorted",NA
"678",818713.4,162803.2,562,217437,46614.4,562,19.41562,85269.89,-1139.322,NA,"not_sorted",NA
"679",700632,138138.6,564,277608.9,47275.2,564,153.035,368.508,57.03376,NA,"not_sorted",NA
"680",325581.8,108279.4,329,75246.73,23672.32,329,-2.307738,119501.3,1342.571,NA,"not_sorted",NA
"681",288601.6,96871.04,312,89168.51,30597.28,312,145.8096,59609.04,193.6279,NA,"not_sorted",NA
"682",287501.6,105412.2,300,48170.88,17836,300,-11.94275,2110.465,78.78538,NA,"not_sorted",NA
"683",412692.3,94964.8,421,200991,58787.68,421,427.7898,61148.04,1153.835,NA,"not_sorted",NA
"684",307441.4,95372.48,330,57051.78,18606.56,330,17.44504,37175.34,-806.4453,NA,"not_sorted",NA
"685",530110.8,132323.5,435,100232.4,25198.88,435,10.42124,56274.8,-597.7375,NA,"not_sorted",NA
"686",586688.2,148816.6,452,123092.4,30710.4,452,112.6485,29308.11,153.4062,NA,"not_sorted",NA
"687",306584.3,97413.12,327,105599.3,34653.92,327,57.53074,86897.46,179.8541,NA,"not_sorted",NA
"688",300291,108581.8,307,59110.93,19913.6,307,27.04576,83686.67,243.165,NA,"not_sorted",NA
"689",281790,83567.68,323,97747.44,31944.64,323,51.31309,60376.62,-150.8092,NA,"not_sorted",NA
"690",594487.1,150227.8,469,157062.3,38758.72,469,286.0157,26634.21,-23.19367,NA,"not_sorted",NA
"691",427988.7,136445.1,364,138441.7,38847.2,364,255.7941,175153.1,1020.487,NA,"not_sorted",NA
"692",550397.5,115713.9,479,164336,35267.68,479,378.2924,231613.4,-723.7316,NA,"not_sorted",NA
"693",373521.3,113662.1,359,94321.8,28740.32,359,226.0639,333.5962,32.88615,NA,"not_sorted",NA
"694",295380.3,93773.12,319,33434.95,10575.04,319,9.587206,340.2544,28.25776,NA,"not_sorted",NA
"695",357197.3,114728.3,347,100083.9,30382.24,347,170.523,115288.7,1705.4,NA,"not_sorted",NA
"696",365008.1,96116.16,383,118115.5,34321.28,383,225.649,41911.03,141.7508,NA,"not_sorted",NA
"697",381573.4,99323.84,391,98074.15,23489.76,391,192.7146,14574.16,-311.4174,NA,"not_sorted",NA
"698",367505.9,99426.88,381,115949.8,32702.88,381,163.3851,57253.27,-722.4444,NA,"not_sorted",NA
"699",492007,142461.8,406,162929.8,42145.6,406,132.059,1338.485,67.23256,NA,"not_sorted",NA
"700",325207.8,91293.44,356,59165.93,17423.84,356,90.5974,1773.467,-67.47717,NA,"not_sorted",NA
"701",373737.7,125673,343,105221.4,32306.4,343,6.083704,107091.4,416.4729,NA,"not_sorted",NA
"702",421785.4,101346.6,440,118640,31084.48,440,197.7221,849.1687,36.93503,NA,"not_sorted",NA
"703",265950.3,81249.28,314,99538.21,31336.48,314,292.2423,11246.49,98.22146,NA,"not_sorted",NA
"704",323462.2,105315.8,332,93430.22,29293.6,332,164.1566,66238.49,249.0791,NA,"not_sorted",NA
"705",284680.5,87111.36,319,104320.9,37477.44,319,193.7875,7700.164,-274.2337,NA,"not_sorted",NA
"706",334983.8,84528.64,373,124128.3,27332.48,373,206.7735,19675.21,-191.5661,NA,"not_sorted",NA
"707",527483.1,122888.6,452,138948.4,35108.64,452,111.2066,13356.2,-118.1781,NA,"not_sorted",NA
"708",356484.2,113249.9,346,72876.82,24454.08,346,277.5177,52588.36,123.8101,NA,"not_sorted",NA
"709",357132.3,113821.1,346,109574.2,35172.48,346,67.55087,111775.4,358.1155,NA,"not_sorted",NA
"710",547964.8,140439,441,131609.1,35621.6,441,854.8137,59883.95,675.5468,NA,"not_sorted",NA
"711",311216.5,114361,308,66616.42,23035.04,308,49.85273,87012.48,-104.853,NA,"not_sorted",NA
"712",316654.9,93739.52,342,60506.03,17735.2,342,76.19305,70297.84,535.5949,NA,"not_sorted",NA
"713",297219.8,93511.04,323,106395.1,34454.56,323,117.2073,67659.86,-422.1515,NA,"not_sorted",NA
"714",289124.5,91806.4,316,81112.4,26503.68,316,101.8689,12772.11,-360.6269,NA,"not_sorted",NA
"715",791683.8,178313,532,251777.3,55455.68,532,338.1514,104830.2,591.9051,NA,"not_sorted",NA
"716",623195.6,149582.7,475,212504.7,46839.52,475,2822.715,110098.9,-77.90546,NA,"not_sorted",NA
"717",419583.9,113142.4,398,116476,32147.36,398,199.9329,1981.324,-70.50378,NA,"not_sorted",NA
"718",397894.9,106288,387,126181.5,35459.2,387,312.0028,6896.208,127.3817,NA,"not_sorted",NA
"719",560770.1,139410.9,451,172756.2,36996.96,451,249.1514,52481.39,85.52503,NA,"not_sorted",NA
"720",283768.7,83948.48,323,107800.6,33522.72,323,349.4906,674.3005,222.9092,NA,"not_sorted",NA
"721",512448.1,132827.5,434,119874.5,30253.44,434,-118.5439,15504.4,-402.6236,NA,"not_sorted",NA
"722",593505.4,145134.1,460,151157.2,37455.04,460,81.76713,26413.82,79.88335,NA,"not_sorted",NA
"723",572725.8,153827.5,438,217048,52634.4,438,810.9128,56201.24,1223.327,NA,"not_sorted",NA
"724",667362.8,144359,512,199287.8,42838.88,512,302.879,67285.18,-423.1772,NA,"not_sorted",NA
"725",401100.3,119194.9,378,103675.2,31288.32,378,97.11617,862.6783,37.28831,NA,"not_sorted",NA
"726",321230.6,109999.7,322,73794.98,22534.4,322,109.858,61010.57,176.6857,NA,"not_sorted",NA
"727",436870.6,118222.7,397,108171.5,29217.44,397,91.29906,57707.42,-315.8555,NA,"not_sorted",NA
"728",301935.4,107125.8,308,79844.59,25743.2,308,600.8448,115679.6,986.0156,NA,"not_sorted",NA
"729",411722.7,100744,417,108419.3,27500.48,417,71.79504,61728.64,-858.5093,NA,"not_sorted",NA
"730",334514.7,95397.12,352,108601.1,34208.16,352,612.3177,49681.3,200.6384,NA,"not_sorted",NA
"731",283079.4,86983.68,321,96916.05,29428,321,127.9424,531.8459,35.56036,NA,"not_sorted",NA
"732",373270.4,116406.1,353,98509.16,30494.24,353,204.4819,105511.7,710.5242,NA,"not_sorted",NA
"733",270931.5,94619.84,298,70934.26,23390.08,298,231.4202,56079.5,392.3568,NA,"not_sorted",NA
"734",303803.5,102598.7,316,99454.71,32319.84,316,34.79661,85563.38,1308.025,NA,"not_sorted",NA
"735",217168.4,85556.8,259,29387.42,10973.76,259,120.674,33135.19,-144.4852,NA,"not_sorted",NA
"736",468398.6,125639.4,406,133147.6,35991.2,406,113.843,40438.63,-500.1053,NA,"not_sorted",NA
"737",349972.3,111142.1,345,105693.3,32992.96,345,202.1168,145695,1286.896,NA,"not_sorted",NA
"738",410562.1,119582.4,379,138247.4,41849.92,379,181.5057,21948.59,-43.98296,NA,"not_sorted",NA
"739",572132.3,113527.7,503,173518.6,40797.12,503,202.7528,4948.769,26.13466,NA,"not_sorted",NA
"740",440250.9,116489,409,147558.4,41098.4,409,737.1805,747.3881,57.917,NA,"not_sorted",NA
"741",632974.5,150239,488,162292.8,41026.72,488,536.3307,760.7088,-4.358172,NA,"not_sorted",NA
"742",578970.9,139603.5,460,175786.2,42733.6,460,344.9118,53784.98,-213.5133,NA,"not_sorted",NA
"743",492890.3,151464.3,391,137361.2,36792,391,57.22878,116345.3,592.6887,NA,"not_sorted",NA
"744",281874.2,79692.48,334,64196.86,20567.68,334,100.7599,2015.033,-84.45974,NA,"not_sorted",NA
"745",460196.6,116242.6,424,133086.2,34288.8,424,128.7811,13016.95,-160.0417,NA,"not_sorted",NA
"746",570484,146352.6,448,111630.9,28005.6,448,155.4063,12462.14,-116.0235,NA,"not_sorted",NA
"747",448171.6,122021.8,405,70426.79,20110.72,405,186.4926,24818.87,-684.4924,NA,"not_sorted",NA
"748",547315.8,134176,451,160906,42216.16,451,461.9986,80661,207.9231,NA,"not_sorted",NA
"749",266143.7,98448,291,47242.81,15961.12,291,96.98666,6090.952,57.13882,NA,"not_sorted",NA
"750",337035.9,108167.4,335,107818.8,35492.8,335,19.61908,52546.21,-65.54509,NA,"not_sorted",NA
"751",374730.2,101102.4,376,115948.1,33250.56,376,187.3256,31121.63,-670.3806,NA,"not_sorted",NA
"752",327494.9,105965.4,335,107727.7,34013.28,335,166.2908,76982.63,-1035.363,NA,"not_sorted",NA
"753",626354.9,115803.5,544,203728.2,35059.36,544,3335.903,136275.9,-4706.279,NA,"not_sorted",NA
"754",255983.5,89470.08,290,53978.89,19810.56,290,61.98035,315.2345,89.21929,NA,"not_sorted",NA
"755",375571.3,116038.7,359,77699.22,22869.28,359,-6.203119,93066.87,465.159,NA,"not_sorted",NA
"756",271214.8,98268.8,294,59463.68,20825.28,294,25.73662,80585.27,240.7702,NA,"not_sorted",NA
"757",450268.4,120200.6,405,78835.92,21576.8,405,168.0693,625.4581,-34.63734,NA,"not_sorted",NA
"758",620885.3,160222.7,450,113573.7,31934.56,450,273.977,2687.282,79.93072,NA,"not_sorted",NA
"759",333047,99798.72,344,118904.2,32147.36,344,532.6747,79558.61,40.53317,NA,"not_sorted",NA
"760",418385.2,116838.4,390,108665,29118.88,390,50.52982,51017.93,-13.44854,NA,"not_sorted",NA
"761",389622.7,117026.6,368,144699.6,42358.4,368,122.183,50842.73,-922.5778,NA,"not_sorted",NA
"762",453687.2,109515.8,428,169385.4,47509.28,428,137.8153,1108.527,120.5011,NA,"not_sorted",NA
"763",437004.2,127021.4,389,103347.2,28548.8,389,13.06028,164290,233.2546,NA,"not_sorted",NA
"764",565682.6,117698.6,498,266490.7,59312.96,498,39668.25,22233.29,-577.5397,NA,"not_sorted",NA
"765",338537.1,112179.2,334,79936.29,25359.04,334,59.88647,86068.13,-392.9119,NA,"not_sorted",NA
"766",496049.3,131499.2,424,165330.7,43182.72,424,743.652,76085.8,179.224,NA,"not_sorted",NA
"767",669606.8,151627.8,491,141280.4,31218.88,491,136.0323,77227.56,90.01656,NA,"not_sorted",NA
"768",272790.6,97968.64,295,40068.96,13599.04,295,-1.3808,49944.08,-22.3407,NA,"not_sorted",NA
"769",288182.9,91255.36,318,95362.64,31454.08,318,76.63992,75352.01,658.1738,NA,"not_sorted",NA
"770",311510.1,80911.04,356,138211.5,38085.6,356,1210.377,41913.7,-730.7274,NA,"not_sorted",NA
"771",586479.8,125267.5,524,206465,41212.64,524,209.6163,392.2237,941.0343,NA,"not_sorted",NA
"772",495744.2,123085.8,433,139931.9,30998.24,433,125.9444,13025.91,-325.4772,NA,"not_sorted",NA
"773",498984,139740.2,409,89070.99,25229.12,409,267.4723,1314.092,6.510617,NA,"not_sorted",NA
"774",233170.1,91535.36,268,26637.98,10064.32,268,31.68343,4678.37,287.0895,NA,"not_sorted",NA
"775",480644.2,116536,441,143301.6,34064.8,441,84.86385,1130.153,119.8671,NA,"not_sorted",NA
"776",320602.6,104399.7,329,94844.25,32067.84,329,125.5691,56527.76,524.9556,NA,"not_sorted",NA
"777",346993.8,101633.3,360,115792.7,34624.8,360,155.5332,72105.77,306.2463,NA,"not_sorted",NA
"778",248610,80270.4,293,51840.26,18577.44,293,83.08195,929.6029,112.8953,NA,"not_sorted",NA
"779",278380.7,94147.2,305,46323.63,15236.48,305,34.37416,22210.55,-363.9757,NA,"not_sorted",NA
"780",349778.5,96496.96,362,73744.48,21397.6,362,195.0999,967.7265,2.911701,NA,"not_sorted",NA
"781",299923.1,88083.52,334,81558.86,24709.44,334,33.38791,24787.61,153.0599,NA,"not_sorted",NA
"782",462733,124680.6,412,101084.6,30198.56,412,171.2124,597.1921,76.04504,NA,"not_sorted",NA
"783",286688.7,106478.4,299,52159.48,18114.88,299,32.00944,52589.29,302.4386,NA,"not_sorted",NA
"784",271796.9,89528.32,305,79890.25,26992,305,253.5547,67331.95,-124.3032,NA,"not_sorted",NA
"785",336592,95392.64,354,130305.5,41074.88,354,134.3602,30773.24,-517.8705,NA,"not_sorted",NA
"786",370433.2,107891.8,365,86880.26,25755.52,365,258.8979,11424.39,156.4769,NA,"not_sorted",NA
"787",299991.3,109999.7,307,43178.19,14738.08,307,79.18971,42944.91,-539.6899,NA,"not_sorted",NA
"788",340371.8,103346.9,349,108734.6,32434.08,349,65.55467,129254.6,654.8684,NA,"not_sorted",NA
"789",334569.2,110958.4,330,90682.36,29697.92,330,336.0265,90311.19,451.4331,NA,"not_sorted",NA
"790",772969.8,150808,540,294103.2,60391.52,540,504.8279,58855.54,-180.9218,NA,"not_sorted",NA
"791",561172.5,120191.7,489,183052.9,41779.36,489,57.73804,29596.32,36.49462,NA,"not_sorted",NA
"792",408517.6,109643.5,396,155277.1,42790.72,396,643.602,235130.5,1141.008,NA,"not_sorted",NA
"793",376073.5,114067.5,364,137996,38376.8,364,509.5866,23086.97,642.7927,NA,"not_sorted",NA
"794",236914.8,86721.6,276,45991.25,16458.4,276,64.97395,18473.01,-296.667,NA,"not_sorted",NA
"795",720717.5,171375.7,516,234127.8,54822.88,516,901.4037,123634.1,460.8353,NA,"not_sorted",NA
"796",242377.8,88379.2,280,49491.65,17530.24,280,133.6266,69933.41,108.7034,NA,"not_sorted",NA
"797",254289.5,78648.64,301,78644.66,24663.52,301,458.8244,65384.04,113.1448,NA,"not_sorted",NA
"798",346062.2,89420.8,374,84907.54,23471.84,374,193.6227,3158.846,-2.156915,NA,"not_sorted",NA
"799",384978.3,102569.6,381,144865,39426.24,381,228.3848,28629.81,-294.0904,NA,"not_sorted",NA
"800",601874.5,153764.8,468,167879.4,40709.76,468,193.5852,43026.44,-550.3922,NA,"not_sorted",NA
"801",298013.7,107531.2,306,81698.64,27189.12,306,115.7248,112294,1303.647,NA,"not_sorted",NA
"802",364643.1,107419.2,361,100840.2,27874.56,361,173.1656,71964.89,-447.2891,NA,"not_sorted",NA
"803",317765,111870.1,316,61893.21,20238.4,316,128.3095,67687.04,297.3713,NA,"not_sorted",NA
"804",298800.6,87059.84,335,91163.26,26601.12,335,252.9982,787.1062,153.2117,NA,"not_sorted",NA
"805",379232.9,101610.9,391,89755.05,23039.52,391,212.019,13195.2,-313.1792,NA,"not_sorted",NA
"806",283528.4,91400.96,313,74066.15,24122.56,313,167.0376,60111.05,459.9528,NA,"not_sorted",NA
"807",484142.3,113803.2,440,108632.8,26927.04,440,164.6562,3118.272,-122.8469,NA,"not_sorted",NA
"808",366157.9,127805.4,335,52752.69,17360,335,22.37073,94326.79,25.25601,NA,"not_sorted",NA
"809",667938.1,135786.6,524,211142.5,46210.08,524,361.162,4642.897,8.642632,NA,"not_sorted",NA
"810",653558.6,154029.1,478,282676.5,69496,478,330.8998,79761.89,168.4335,NA,"not_sorted",NA
"811",436682,143106.9,366,98290.34,30494.24,366,101.321,133714.7,890.348,NA,"not_sorted",NA
"812",584253.8,149143.7,458,108802,28426.72,458,195.202,24975.46,-658.7907,NA,"not_sorted",NA
"813",418992.8,109551.7,402,88631.45,27139.84,402,103.9955,66798.7,68.73478,NA,"not_sorted",NA
"814",453792.4,124611.2,418,134029.5,35982.24,418,306.8278,19499.69,100.2001,NA,"not_sorted",NA
"815",286815.9,104357.1,302,39162.12,13384,302,21.93518,1903.644,41.73203,NA,"not_sorted",NA
"816",594783.9,151101.4,454,123989.4,33834.08,454,107.7907,32709.42,-328.7284,NA,"not_sorted",NA
"817",489166.1,131113.9,420,152895.5,40131.84,420,206.2383,5283.771,61.67382,NA,"not_sorted",NA
"818",318621.4,99034.88,332,111481.7,34419.84,332,149.2149,78186.53,272.062,NA,"not_sorted",NA
"819",630522,158818.2,464,114464.4,29018.08,464,137.7282,2654.17,36.42886,NA,"not_sorted",NA
"820",292238.7,102383.7,308,79488.1,28215.04,308,68.97039,63290.2,45.0927,NA,"not_sorted",NA
"821",402664.8,112781.8,384,127594.7,36632.96,384,177.2292,176746.5,1984.435,NA,"not_sorted",NA
"822",392174.7,113205.1,377,89621.23,26606.72,377,106.5301,96802.84,-611.6473,NA,"not_sorted",NA
"823",267414.5,96248.32,293,44588.11,15525.44,293,48.66126,63296.47,310.1415,NA,"not_sorted",NA
"824",326163.4,108702.7,329,68481.14,22785.28,329,66.29957,57838.39,410.3573,NA,"not_sorted",NA
"825",339582.5,107918.7,337,88943.47,28869.12,337,3177.507,80758.36,1117.314,NA,"not_sorted",NA
"826",444924.4,122729.6,397,160677,41267.52,397,99.88533,2047.251,-15.14266,NA,"not_sorted",NA
"827",609794.9,140127.7,476,203275,49421.12,476,277.4457,205122.6,-3352.768,NA,"not_sorted",NA
"828",260269.6,73693.76,317,77554.07,24712.8,317,62.68248,37549.86,-469.5853,NA,"not_sorted",NA
"829",363815.4,119159,344,92822.95,27605.76,344,132.4987,121397.3,-524.4825,NA,"not_sorted",NA
"830",475925.3,118440,441,84377.13,20924.96,441,294.7547,14185.81,0.7498274,NA,"not_sorted",NA
"831",552843.3,137291.8,457,117658.1,29722.56,457,214.7018,27693.9,-125.5026,NA,"not_sorted",NA
"832",343209.9,94725.12,365,135266.3,40137.44,365,96.40269,106453.9,473.7894,NA,"not_sorted",NA
"833",370141.7,86997.12,396,171962.3,41491.52,396,343.9196,63694.19,-399.3897,NA,"not_sorted",NA
"834",598199.5,135081,497,234117.3,55072.64,497,155.9649,1875.02,56.23036,NA,"not_sorted",NA
"835",504300.3,145544,404,113979.5,31560.48,404,263.1012,34102.38,-901.8058,NA,"not_sorted",NA
"836",504790.3,131129.6,431,115076,28744.8,431,194.1415,256654.1,1075.628,NA,"not_sorted",NA
"837",453499.3,130305.3,402,157784.8,43739.36,402,141.0885,57327.79,-475.795,NA,"not_sorted",NA
"838",318423.9,107786.6,325,65289.36,20183.52,325,67.79837,39222.36,-343.1775,NA,"not_sorted",NA
"839",333952.9,99068.48,348,79285.23,23051.84,348,109.1647,762.8337,24.44718,NA,"not_sorted",NA
"840",435570.8,138676.2,371,113028.8,32978.4,371,73.71693,120813.9,323.7341,NA,"not_sorted",NA
"841",406592.3,114938.9,384,93543.22,25809.28,384,79.68515,49023.84,-654.8339,NA,"not_sorted",NA
"842",595983.9,141256.6,462,145178,35899.36,462,133.4198,71653.95,-85.7606,NA,"not_sorted",NA
"843",363802.6,115752,349,97906.41,29761.76,349,94.46369,143150.6,1974.35,NA,"not_sorted",NA
"844",336924.4,84741.44,377,148995.1,38988.32,377,299.7578,40666.56,-306.8528,NA,"not_sorted",NA
"845",445883.3,96373.76,457,176036.3,39205.6,457,573.8934,100512.1,162.5836,NA,"not_sorted",NA
"846",335487.5,104621.4,340,79457.45,24843.84,340,275.7771,71803.8,301.3672,NA,"not_sorted",NA
"847",363422.8,98804.16,370,126548.1,30708.16,370,15.64918,387.1759,-88.20272,NA,"not_sorted",NA
"848",422698.1,121237.8,385,108923.8,29031.52,385,231.2283,55293.57,-433.4189,NA,"not_sorted",NA
"849",652314.1,132393,539,328951.9,60557.28,539,236.3685,2033.894,120.9249,NA,"not_sorted",NA
"850",580742,137692.8,480,276411,52506.72,480,41722.71,233510.3,-890.9075,NA,"not_sorted",NA
"851",395976.3,132836.5,347,108167,34582.24,347,187.7766,97080.55,532.5016,NA,"not_sorted",NA
"852",452844.6,130493.4,400,145200.6,39299.68,400,174.3731,18967.98,-607.2077,NA,"not_sorted",NA
"853",420406.4,103698.6,418,112193.2,31109.12,418,284.5153,73362.2,-223.8306,NA,"not_sorted",NA
"854",596542.8,139944,475,255709.6,57783.04,475,741.8087,43480.19,-211.4321,NA,"not_sorted",NA
"855",328498.1,95529.28,347,55629.46,16863.84,347,94.70641,381.4706,62.26167,NA,"not_sorted",NA
"856",319984.1,109594.2,324,65199.57,21483.84,324,63.14383,65750.4,348.9757,NA,"not_sorted",NA
"857",316009.7,107549.1,321,49527.84,15739.36,321,31.72305,63607.49,246.5353,NA,"not_sorted",NA
"858",407597.8,117093.8,377,95813.32,27958.56,377,151.6424,143997.1,1440.221,NA,"not_sorted",NA
"859",385518.6,121094.4,358,90045.08,28058.24,358,313.8699,131112.3,1247.747,NA,"not_sorted",NA
"860",489313.6,126396.5,421,110783.6,29624,421,225.0713,390.3846,-2.095005,NA,"not_sorted",NA
"861",231591.7,85496.32,272,43803.96,17209.92,272,49.34589,703.4698,68.04372,NA,"not_sorted",NA
"862",834047.7,186323.2,556,239973.9,47722.08,556,1103.377,67962.36,141.9303,NA,"not_sorted",NA
"863",276387.4,100676.8,295,64071.28,21757.12,295,115.1568,46652.9,-98.06332,NA,"not_sorted",NA
"864",428990.1,143084.5,360,104132.5,32760,360,126.1866,131816.6,636.6787,NA,"not_sorted",NA
"865",568300.3,135775.4,461,196622,50833.44,461,750.6036,52217.09,-245.8028,NA,"not_sorted",NA
"866",313989.9,101933.4,329,98927.96,30496.48,329,131.8194,109334.4,270.0842,NA,"not_sorted",NA
"867",238788.3,77595.84,288,43112.89,14810.88,288,71.74268,9602.385,-213.3983,NA,"not_sorted",NA
"868",348677.8,111422.1,342,117172.1,32412.8,342,164.0418,57682.38,429.0551,NA,"not_sorted",NA
"869",617279.8,134382.1,502,309685.3,69238.4,502,247.389,191959.5,1588.295,NA,"not_sorted",NA
"870",297042.5,97345.92,320,71853.78,22469.44,320,117.8444,107042.2,500.2212,NA,"not_sorted",NA
"871",228856.2,87984.96,267,33692.52,12362.56,267,86.95577,37154.68,12.96142,NA,"not_sorted",NA
"872",517225,142092.2,416,111642.3,29096.48,416,189.2825,5968.101,-52.61483,NA,"not_sorted",NA
"873",354548.9,102007.4,362,103381.6,30558.08,362,214.7648,74249.33,235.9699,NA,"not_sorted",NA
"874",394908,111991,378,77364.3,22235.36,378,122.0266,21691.7,-234.6752,NA,"not_sorted",NA
"875",428629.5,122514.6,389,62887.55,19028.8,389,126.0668,12428.87,80.45514,NA,"not_sorted",NA
"876",444201.8,108890.9,431,170743.9,59088.96,431,4222.811,39828.18,-0.2203339,NA,"not_sorted",NA
"877",338767.8,84076.16,375,105808.3,26620.16,375,726.6428,44474.55,27.49058,NA,"not_sorted",NA
"878",264248.1,83529.6,307,85444.71,27107.36,307,200.0318,78085.05,-454.1773,NA,"not_sorted",NA
"879",384347.8,98365.12,392,130580.5,34489.28,392,280.8313,8023.554,149.161,NA,"not_sorted",NA
