Exp,Run_RNA,Run_epi,BC_RNA,plateform_code_rna,bio_name_rna,Well,BC_epi,Plate,Well,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,FITC-A,Tomato-A,APC-A,APC-Cy7-A,DAPI-A,Alexa Fluor 700-A,facs_phenotype
exp7,N248,N233,,,,N05,p11-Day0-LCP11-cell-K4-N05,p11,N05,137977.9219,87614.53906,103208,38793.30078,79725.23438,31889,14655.53773,73.24731591,182.224889,10001.98753,599.2382674,964.6500018,luminal
exp7,N248,N233,,,,O05,p11-Day0-LCP11-cell-K4-O05,p11,O05,133828.7188,131918.4688,66485,81178.30469,125314.4922,42454,14775.36822,205.2450375,340.2892587,5577.697939,3893.187858,822.1211706,luminal
exp7,N248,N233,,,,P05,p11-Day0-LCP11-cell-K4-P05,p11,P05,97478.60156,98288.47656,64996,102753.9844,91936.66406,73247,22716.16361,197.5565572,601.5204453,12350.75822,1392.095533,1920.453704,luminal
exp7,N248,N233,,,,A06,p11-Day0-LCP11-cell-K4-A06,p11,A06,88618.07813,107635.2344,53957,33088.71875,103890.3047,20873,11717.87997,145.4899989,142.3047298,9556.348096,455.515773,1215.690298,luminal
exp7,N248,N233,,,,B06,p11-Day0-LCP11-cell-K4-B06,p11,B06,42108.40234,87612.42969,31498,10928.95996,87049.14063,8228,4643.927108,66.68369682,292.5744246,6761.50621,133.2062409,902.3111103,luminal
exp7,N248,N233,,,,C06,p11-Day0-LCP11-cell-K4-C06,p11,C06,148542.2813,105081.6406,92641,47196.80078,103683.6172,29832,11214.2534,117.4410903,246.4907458,13725.17864,732.8442292,1651.240024,luminal
exp7,N248,N233,,,,D06,p11-Day0-LCP11-cell-K4-D06,p11,D06,78207.35938,87067.41406,58867,23132.90039,82572.85938,18360,3574.627279,62.57456729,635.1673542,10297.73266,269.1846995,1060.75504,luminal
exp7,N248,N233,,,,E06,p11-Day0-LCP11-cell-K4-E06,p11,E06,69043.24219,107263.8516,42184,58644.17969,101286.2109,37945,15855.92192,174.9516077,411.5646648,13032.00151,1199.16299,2578.290557,luminal
exp7,N248,N233,,,,F06,p11-Day0-LCP11-cell-K4-F06,p11,F06,186930.2031,105651.0156,115954,78467.625,110690.3906,46458,13573.64318,156.7674633,338.7393152,9498.665304,3994.151754,1033.199008,luminal
exp7,N248,N233,,,,G06,p11-Day0-LCP11-cell-K4-G06,p11,G06,118387.4453,92335.08594,84027,43858.92188,89201.46094,32223,13285.20755,63.02183513,248.9806056,5297.389879,565.4769845,711.152289,luminal
exp7,N248,N233,,,,H06,p11-Day0-LCP11-cell-K4-H06,p11,H06,119090.3203,101219.125,77107,99313.20313,99131.6875,65656,8790.566057,212.3280575,284.5496727,9045.618424,1670.817046,1524.532946,luminal
exp7,N248,N233,,,,I06,p11-Day0-LCP11-cell-K4-I06,p11,I06,119373.6797,104722.2344,74705,103235.1641,99604.26563,67925,12664.78153,163.3726356,518.3465895,14602.32645,2649.630989,1661.019075,luminal
exp7,N248,N233,,,,J06,p11-Day0-LCP11-cell-K4-J06,p11,J06,153224.1563,102754.6563,97725,83421.52344,100533.5156,54381,11164.10754,121.8799202,435.3940116,12060.71365,2160.572795,2731.385733,luminal
exp7,N248,N233,,,,K06,p11-Day0-LCP11-cell-K4-K06,p11,K06,108423.8438,98651.42969,72028,44646.83984,100923.5391,28992,8791.285381,119.9913403,465.6747981,6557.088849,511.624915,1572.634448,luminal
exp7,N248,N233,,,,L06,p11-Day0-LCP11-cell-K4-L06,p11,L06,196831.25,142616.6563,90449,60125.94141,148030.125,26619,24279.7915,146.2584424,169.9953774,5707.438866,1402.332333,1534.477762,luminal
exp7,N248,N233,,,,M06,p11-Day0-LCP11-cell-K4-M06,p11,M06,134209.6094,92552.70313,95033,37994.60156,88145.22656,28249,6160.954253,57.75186385,126.8940102,9096.000759,1683.386748,749.7188499,luminal
exp7,N248,N233,,,,N06,p11-Day0-LCP11-cell-K4-N06,p11,N06,94650.52344,92020.60156,67409,44783.0625,95270.5,30806,11785.35389,111.0517756,197.6966772,4272.330536,1195.852799,564.0208613,luminal
exp7,N248,N233,,,,O06,p11-Day0-LCP11-cell-K4-O06,p11,O06,117194.2031,94428.53125,81336,64556.51953,93037.25,45474,19179.06361,145.8208103,322.5753701,8318.142509,1542.562653,1168.432467,luminal
exp7,N248,N233,,,,P06,p11-Day0-LCP11-cell-K4-P06,p11,P06,85724.67969,84972.65625,66116,33880.5625,81455.53125,27259,9133.452858,-11.97196672,-350.2965064,3818.75063,642.8409948,424.5582444,luminal
exp7,N248,N233,,,,A07,p11-Day0-LCP11-cell-K4-A07,p11,A07,124454.8438,128358.3125,63543,51880.22266,157321.0313,21612,13421.23496,113.9396267,1137.613509,13935.52348,4110.481861,1722.876264,luminal
exp7,N248,N233,,,,B07,p11-Day0-LCP11-cell-K4-B07,p11,B07,152445.8438,137127.4063,72857,42039.0625,128351.8281,21465,16246.57446,130.8586646,164.7538391,17582.52362,-259.2646311,1591.587747,luminal
exp7,N248,N233,,,,C07,p11-Day0-LCP11-cell-K4-C07,p11,C07,50264.19922,96658.28906,34080,14332.5,99144.46875,9474,3502.881384,37.55505437,-21.5804618,7745.404906,469.9670126,777.833931,luminal
exp7,N248,N233,,,,D07,p11-Day0-LCP11-cell-K4-D07,p11,D07,98995.67969,93240.69531,69581,25436.88086,95614.08594,17435,4153.059568,39.23062226,-22.64125815,10562.76002,200.0263529,1252.743374,luminal
exp7,N248,N233,,,,E07,p11-Day0-LCP11-cell-K4-E07,p11,E07,145137.3594,102721.7109,92597,68731.32031,96596.16406,46631,18218.27716,161.8359512,283.302798,8073.796114,1297.434561,1451.978137,luminal
exp7,N248,N233,,,,F07,p11-Day0-LCP11-cell-K4-F07,p11,F07,126820.1641,104644.5156,79424,85301.16406,95886.82813,58301,26054.85734,146.2332057,288.0057327,12224.90368,1146.284526,1538.08293,luminal
exp7,N248,N233,,,,G07,p11-Day0-LCP11-cell-K4-G07,p11,G07,158382.6094,96343.53125,107737,51980.17969,92537.22656,36813,17235.13873,63.0021662,190.4052734,8351.400225,1177.999473,1285.379307,luminal
exp7,N248,N233,,,,H07,p11-Day0-LCP11-cell-K4-H07,p11,H07,146613.9688,96648.39063,99417,64667.26172,89707.13281,47243,22142.78631,191.7672866,768.6817292,13000.39515,2067.679588,1461.787178,luminal
exp7,N248,N233,,,,I07,p11-Day0-LCP11-cell-K4-I07,p11,I07,185110.4375,102323.7109,118559,63698.04297,101949.2344,40947,17488.40366,107.1106065,905.5984748,12466.76876,1083.909619,1412.742453,luminal
exp7,N248,N233,,,,J07,p11-Day0-LCP11-cell-K4-J07,p11,J07,205310.8906,105966.9141,126976,60540.48047,104059.5156,38128,14065.97481,43.67178067,641.3721906,12892.53788,1787.461347,1903.993528,luminal
exp7,N248,N233,,,,K07,p11-Day0-LCP11-cell-K4-K07,p11,K07,151727.3281,101025.1484,98427,86759.39844,91590.78125,62079,22448.00579,137.3128577,1017.119663,18344.60345,1557.7735,2669.538747,luminal
exp7,N248,N233,,,,L07,p11-Day0-LCP11-cell-K4-L07,p11,L07,134032.9688,98066.19531,89572,44982.98047,93214.59375,31626,12987.23535,56.40950071,144.8890849,6825.389928,707.7193213,941.4812044,luminal
exp7,N248,N233,,,,M07,p11-Day0-LCP11-cell-K4-M07,p11,M07,137912.6094,96155.59375,93996,38946.17969,92216.80469,27678,7240.274053,77.94287587,648.3093929,12037.5148,657.2659391,1008.140573,luminal
exp7,N248,N233,,,,N07,p11-Day0-LCP11-cell-K4-N07,p11,N07,103114.5234,87764.78906,76998,26158.16016,85216.54688,20117,9880.296671,30.58911452,369.9169074,5381.092868,634.1836478,915.822598,luminal
exp7,N248,N233,,,,O07,p11-Day0-LCP11-cell-K4-O07,p11,O07,77003.07813,113813.125,44340,30947.41992,115263.1328,17596,6888.348887,154.9384833,254.3800441,3896.356976,3103.675045,580.2051458,luminal
exp7,N248,N233,,,,P07,p11-Day0-LCP11-cell-K4-P07,p11,P07,129266.4453,113449.3984,74673,57863.12109,106269.4063,35684,17210.66134,61.75908214,-7.099291895,3472.64919,1882.576408,605.83338,luminal
exp7,N248,N233,,,,A08,p11-Day0-LCP11-cell-K4-A08,p11,A08,59512.96094,85793.125,45461,13338.78027,80361.30469,10878,5542.260151,37.24264081,454.3409351,5462.095555,167.8104332,822.4635535,luminal
exp7,N248,N233,,,,B08,p11-Day0-LCP11-cell-K4-B08,p11,B08,112426.7656,116521.4531,63233,49340.0625,112443.9375,28757,12719.00705,193.8361381,498.6348884,13987.41639,961.8525379,2309.077281,luminal
exp7,N248,N233,,,,C08,p11-Day0-LCP11-cell-K4-C08,p11,C08,71489.52344,107863.0156,43436,18932.62109,127284.3984,9748,3677.597984,99.25796258,378.4005808,5764.942411,1152.744551,534.5661607,luminal
exp7,N248,N233,,,,D08,p11-Day0-LCP11-cell-K4-D08,p11,D08,84604.125,100705,55058,82920.74219,93401.64063,58182,20643.97151,-128.385175,-1850.67836,12184.08479,729.64433,912.1497507,luminal
exp7,N248,N233,,,,E08,p11-Day0-LCP11-cell-K4-E08,p11,E08,123154.8828,98486.63281,81951,35929.74219,97285.23438,24204,12044.38826,109.865744,98.71396586,8054.855796,659.234794,876.3048925,luminal
exp7,N248,N233,,,,F08,p11-Day0-LCP11-cell-K4-F08,p11,F08,183202.3594,105897.5781,113377,63225.67969,98719.61719,41973,6449.159592,69.79545576,263.4279113,9197.698558,1179.202813,1172.054476,luminal
exp7,N248,N233,,,,G08,p11-Day0-LCP11-cell-K4-G08,p11,G08,134147.0469,107638.2422,81676,78813.5625,99697.44531,51808,12219.03923,126.3963748,383.8980325,10255.45348,3701.030422,2086.190743,luminal
exp7,N248,N233,,,,H08,p11-Day0-LCP11-cell-K4-H08,p11,H08,184836.2813,103607.9844,116916,69111.5625,98450.10938,46006,22304.11264,78.30025987,282.8127608,16496.8845,1714.088968,2242.775487,luminal
exp7,N248,N233,,,,I08,p11-Day0-LCP11-cell-K4-I08,p11,I08,104513.8438,106527.8359,64297,100646.9844,98748.45313,66796,25904.74759,236.150755,325.7300178,12482.42828,1842.510437,1407.007059,luminal
exp7,N248,N233,,,,J08,p11-Day0-LCP11-cell-K4-J08,p11,J08,157310.7969,122621.4531,84076,134421.7031,124026.2656,71029,16379.36105,153.1310117,435.1492728,12520.13808,2802.044662,1124.118868,luminal
exp7,N248,N233,,,,K08,p11-Day0-LCP11-cell-K4-K08,p11,K08,180350.3594,111420.0703,106080,94885.5625,110107.3047,56476,26598.7061,263.3931614,1118.045015,12948.93566,2416.536423,1372.378269,luminal
exp7,N248,N233,,,,L08,p11-Day0-LCP11-cell-K4-L08,p11,L08,184741.5156,120296.2891,100645,59143,125185.5781,30962,7308.219189,126.6214095,458.3834584,8248.976374,3945.860552,911.2091226,luminal
exp7,N248,N233,,,,M08,p11-Day0-LCP11-cell-K4-M08,p11,M08,112298.8828,85903.61719,85673,39464.60156,86540.58594,29886,12074.60476,94.56039981,373.9376265,7723.746656,647.6268413,1062.778925,luminal
exp7,N248,N233,,,,N08,p11-Day0-LCP11-cell-K4-N08,p11,N08,216748.3281,151471.2188,93779,186245.0781,149791.4844,81485,20337.23759,249.3884993,1376.179208,19910.45641,3407.139496,2515.878714,luminal
exp7,N248,N233,,,,O08,p11-Day0-LCP11-cell-K4-O08,p11,O08,125859.6797,112411.9531,73376,66556.70313,96099.5,45389,22487.74223,151.785975,843.2416068,9702.253546,1682.478752,1173.408844,luminal
exp7,N248,N233,,,,P08,p11-Day0-LCP11-cell-K4-A09,p11,P08,111106.5625,111323.9922,65408,40333.85938,104586.5234,25274,7489.268596,147.9653518,225.5460337,7687.814003,2707.147739,862.0754799,luminal
exp7,N248,N233,,,,B09,p11-Day0-LCP11-cell-K4-B09,p11,B09,125296.6406,102173.0156,80368,74083.10156,99768.00781,48664,18115.55126,255.8188263,490.9328427,11130.5999,833.9679104,2882.967566,luminal
exp7,N248,N233,,,,C09,p11-Day0-LCP11-cell-K4-C09,p11,C09,72579.71875,86513.24219,54981,17127.46094,95472.07813,11757,2854.886982,-60.13513227,-72.87194425,5914.851346,-167.1722207,733.5757585,luminal
exp7,N248,N233,,,,D09,p11-Day0-LCP11-cell-K4-D09,p11,D09,198430.2031,111813.1953,116304,71353.80469,106641.8047,43850,26891.20554,139.4391151,620.6264154,20420.94304,1404.76962,1508.667888,luminal
exp7,N248,N233,,,,E09,p11-Day0-LCP11-cell-K4-E09,p11,E09,48156.48047,101845.3359,30988,13184.91992,101359.1641,8525,4075.974496,101.6362933,243.8676693,11957.03532,91.24782022,1623.354436,luminal
exp7,N248,N233,,,,F09,p11-Day0-LCP11-cell-K4-F09,p11,F09,111946.5234,84792.8125,86523,31329.62109,87259.58594,23530,9290.595709,132.1250563,344.4642392,10715.85139,519.8690012,982.1153184,luminal
exp7,N248,N233,,,,G09,p11-Day0-LCP11-cell-K4-G09,p11,G09,187657,98658.60938,124655,106139.8828,94880.64063,73313,16776.03804,135.3984245,-413.2142604,7407.092922,2065.054798,1228.772104,luminal
exp7,N248,N233,,,,H09,p11-Day0-LCP11-cell-K4-H09,p11,H09,213985.5625,105700.875,132674,74622.10156,99589.33594,49106,14377.89157,18.68118608,226.5555192,18579.44284,2229.273921,1616.941312,luminal
exp7,N248,N233,,,,I09,p11-Day0-LCP11-cell-K4-I09,p11,I09,123033.4453,99096.92188,81366,95462.78125,93957.41406,66586,23739.2716,159.9832076,798.5745864,18186.05332,2389.698431,1859.504843,luminal
exp7,N248,N233,,,,J09,p11-Day0-LCP11-cell-K4-J09,p11,J09,104083.2813,96005.65625,71050,88560.64063,87541.45313,66299,21525.02049,163.8513891,163.0773554,13012.20742,1152.31201,1878.33569,luminal
exp7,N248,N233,,,,K09,p11-Day0-LCP11-cell-K4-K09,p11,K09,127611.3594,104531.3828,80006,73029.60156,98924.53125,48381,23981.76582,109.9505215,271.7014963,15426.44618,2045.293541,2292.737126,luminal
exp7,N248,N233,,,,L09,p11-Day0-LCP11-cell-K4-L09,p11,L09,185365.2813,100109.5859,121348,67605.30469,93169.47656,47554,22379.51121,178.7511615,139.2507377,11377.66479,2058.918842,1464.09072,luminal
exp7,N248,N233,,,,M09,p11-Day0-LCP11-cell-K4-M09,p11,M09,208311.9219,106233.2578,128509,79432.92188,94986.15625,54805,20441.62042,178.1376988,595.6343967,11262.02504,1724.831915,1123.16358,luminal
exp7,N248,N233,,,,N09,p11-Day0-LCP11-cell-K4-N09,p11,N09,177158.8906,107272.2031,108232,87333.67969,106230.7422,53878,24183.56132,244.0893045,649.9605184,15045.57393,2564.463323,2415.765673,luminal
exp7,N248,N233,,,,O09,p11-Day0-LCP11-cell-K4-O09,p11,O09,117315.6406,111250.3203,69109,41748,104507.1406,26180,5628.85247,79.11926263,0.535459457,5001.296888,1444.319295,840.0886583,luminal
exp7,N248,N233,,,,A10,p11-Day0-LCP11-cell-K4-A10,p11,A10,103829.3594,99458.60938,68416,61252.94141,92985.40625,43171,8063.202686,128.7221555,211.5620481,9938.986641,300.0808865,1611.088648,luminal
exp7,N248,N233,,,,B10,p11-Day0-LCP11-cell-K4-B10,p11,B10,100918.4844,96627.91406,68446,39156.87891,90803.05469,28261,5915.070127,108.2500089,372.9137816,12305.17553,880.4989158,1249.973903,luminal
exp7,N248,N233,,,,C10,p11-Day0-LCP11-cell-K4-C10,p11,C10,94682.71875,91690.07813,67675,26056.24023,87453.74219,19526,7986.573525,135.5238315,139.219335,7174.980585,354.6446058,782.2942555,luminal
exp7,N248,N233,,,,D10,p11-Day0-LCP11-cell-K4-D10,p11,D10,179782.7188,135705.7031,86822,41958.69922,134695.3438,20415,8185.70862,137.0698052,1291.316526,7769.753575,616.0198108,1132.862481,luminal
exp7,N248,N233,,,,E10,p11-Day0-LCP11-cell-K4-E10,p11,E10,78786.03906,109045.875,47350,25854.36133,106231.4297,15950,4211.668287,90.44227364,-242.1771908,8001.098509,320.1184566,936.7994507,luminal
exp7,N248,N233,,,,F10,p11-Day0-LCP11-cell-K4-F10,p11,F10,150798.125,100531.0703,98305,77953.125,91438.07031,55871,18771.69871,158.2520576,442.8550724,7082.180006,1482.584533,821.1183304,luminal
exp7,N248,N233,,,,G10,p11-Day0-LCP11-cell-K4-G10,p11,G10,191692.125,100133.3828,125460,85946.98438,97005.45313,58065,19805.21466,134.7562049,-90.56869195,16297.89836,1644.337802,1320.515932,luminal
exp7,N248,N233,,,,H10,p11-Day0-LCP11-cell-K4-H10,p11,H10,165654.2813,95023.32813,114249,63056.14063,89215.17969,46320,12074.82156,118.6872842,157.4386701,11420.29795,1284.716432,1187.507246,luminal
exp7,N248,N233,,,,I10,p11-Day0-LCP11-cell-K4-I10,p11,I10,190080.2813,114610.2422,108691,103341.9844,107414.9609,63051,30898.89963,179.5094401,787.0722173,15219.22281,3763.5256,2784.31041,luminal
exp7,N248,N233,,,,J10,p11-Day0-LCP11-cell-K4-J10,p11,J10,193660.9219,100054.8828,126848,65917.74219,99992.71875,43203,7521.929701,127.7211473,390.1266882,9559.657067,958.4715185,896.9611416,luminal
exp7,N248,N233,,,,K10,p11-Day0-LCP11-cell-K4-K10,p11,K10,158034.8438,111040.5234,93272,85430.52344,100541.8828,55686,23567.28335,188.4623719,1293.354176,10585.72604,2785.484212,1505.345552,luminal
exp7,N248,N233,,,,L10,p11-Day0-LCP11-cell-K4-L10,p11,L10,163070.9219,104581.9063,102188,66090.21875,101061.3828,42858,22461.60871,190.8285324,394.14987,11513.49999,2413.375333,1453.037947,luminal
exp7,N248,N233,,,,M10,p11-Day0-LCP11-cell-K4-M10,p11,M10,203466.2813,108504.7578,122892,92174.88281,103549.6016,58337,21524.37586,141.0713157,899.6622638,11685.80799,2432.87647,1846.918233,luminal
exp7,N248,N233,,,,N10,p11-Day0-LCP11-cell-K4-N10,p11,N10,183728.6094,104393.3906,115341,69097.84375,95883.72656,47228,19043.5213,119.401067,410.4887996,16801.0322,1421.923164,1799.811842,luminal
exp7,N248,N233,,,,O10,p11-Day0-LCP11-cell-K4-O10,p11,O10,125106.2031,97360.94531,84212,92486.52344,91762.625,66053,21913.10343,162.2986092,569.5346522,6948.598466,1617.172119,957.3225392,luminal
exp7,N248,N233,,,,A11,p11-Day0-LCP11-cell-K4-A11,p11,A11,90100.20313,117473.5313,50265,32001.90039,115279.3125,18193,8761.07059,105.5535124,525.571592,13824.47576,549.6737809,1206.617126,luminal
exp7,N248,N233,,,,B11,p11-Day0-LCP11-cell-K4-B11,p11,B11,63981.40234,95269.24219,44013,21209.16016,90841.35938,15301,2708.647092,38.23470252,530.0266429,7410.752399,180.1281198,1109.306185,luminal
exp7,N248,N233,,,,C11,p11-Day0-LCP11-cell-K4-C11,p11,C11,131539.7656,106712.9375,80783,73631.32031,99948.26563,48280,17546.1983,255.4713818,857.1620342,27334.78404,967.5627438,3789.727349,luminal
exp7,N248,N233,,,,D11,p11-Day0-LCP11-cell-K4-D11,p11,D11,102187.1641,101355.125,66074,36174.74219,97241.50781,24380,12850.07612,144.7737553,436.6373418,11591.37791,764.8497219,2175.134626,luminal
exp7,N248,N233,,,,E11,p11-Day0-LCP11-cell-K4-E11,p11,E11,168588.1563,102410.8359,107885,57520.12109,100884.1953,37366,10181.84241,140.4837748,146.4212341,12038.49085,1087.147235,1359.433752,luminal
exp7,N248,N233,,,,F11,p11-Day0-LCP11-cell-K4-F11,p11,F11,175276.5625,107580.6563,106775,84474.03906,97627.95313,56706,12053.75179,118.3135129,590.0178073,11066.44573,2072.138374,2098.027929,luminal
exp7,N248,N233,,,,G11,p11-Day0-LCP11-cell-K4-G11,p11,G11,172381.3281,110899.1328,101869,74208.53906,99707.45313,48776,21630.70428,146.4755427,498.2223642,11002.33777,2168.990334,1789.172664,luminal
exp7,N248,N233,,,,H11,p11-Day0-LCP11-cell-K4-H11,p11,H11,190216.4375,109727.4375,113609,104061.3047,106852.6172,63824,11506.21278,208.4751698,563.9930593,13346.36176,3227.009315,1503.517324,luminal
exp7,N248,N233,,,,I11,p11-Day0-LCP11-cell-K4-I11,p11,I11,137664.2031,95056.0625,94912,48132.69922,100045.1875,31530,10069.60838,130.8029681,654.6259877,10916.25531,1603.31582,1599.544223,luminal
exp7,N248,N233,,,,J11,p11-Day0-LCP11-cell-K4-J11,p11,J11,156310.7656,100406.5938,102025,100499.9844,99943.35156,65901,12136.95566,165.4785673,425.0344851,10637.69342,2560.697522,1788.740578,luminal
exp7,N248,N233,,,,K11,p11-Day0-LCP11-cell-K4-K11,p11,K11,180136,110453.625,106881,96613.30469,95693.40625,66166,26547.33311,166.624491,789.5892376,9126.493582,1034.844499,1339.331839,luminal
exp7,N248,N233,,,,L11,p11-Day0-LCP11-cell-K4-L11,p11,L11,93625.64063,81947.91406,74875,44591.96094,73782.53906,39608,6442.603206,81.28432304,319.9748458,3536.591293,3074.51124,387.946149,luminal
exp7,N248,N233,,,,M11,p11-Day0-LCP11-cell-K4-M11,p11,M11,136758,99543.20313,90037,38866.80078,101299.4531,25145,13294.39445,44.94466761,288.5438615,9424.30796,980.9164294,1007.884615,luminal
exp7,N248,N233,,,,N11,p11-Day0-LCP11-cell-K4-N11,p11,N11,133563.7656,99129.51563,88301,127880.2031,98295.32031,85261,11540.36102,209.9515031,563.3098639,10770.50516,1995.033557,1864.03398,luminal
exp7,N248,N233,,,,O11,p11-Day0-LCP11-cell-K4-O11,p11,O11,134661.3281,89290.09375,98837,36353.10156,84772.15625,28104,13775.31849,66.25909161,454.2989624,9268.16397,670.7771204,1105.822099,luminal
exp7,N248,N233,,,,A12,p11-Day0-LCP11-cell-K4-A12,p11,A12,150167,117410.4609,83820,51505.85938,109384.2266,30859,18960.95175,191.9244031,798.2882237,18764.14584,1267.37622,2010.759626,luminal
exp7,N248,N233,,,,B12,p11-Day0-LCP11-cell-K4-B12,p11,B12,90849.07813,108301.6875,54975,47315.38281,103593.3828,29933,11122.45258,98.12369423,200.9900363,13550.56235,702.459388,2982.270181,luminal
exp7,N248,N233,,,,C12,p11-Day0-LCP11-cell-K4-C12,p11,C12,100615.8047,122237.0938,53944,57085.98047,107924.0391,34665,8036.88954,327.9264496,515.9864267,16506.13278,513.0851731,2153.321584,luminal
exp7,N248,N233,,,,D12,p11-Day0-LCP11-cell-K4-D12,p11,D12,133567.4375,105861.4922,82688,49668.35938,99022.44531,32872,5744.904987,53.35568781,-12.28235295,15421.80518,613.279647,2092.00306,luminal
exp7,N248,N233,,,,E12,p11-Day0-LCP11-cell-K4-E12,p11,E12,184350.5156,117801.4141,102559,62682.76172,115659.0469,35518,28131.10765,60.3099785,-1378.17645,11282.95364,1031.292742,1241.406994,luminal
exp7,N248,N233,,,,F12,p11-Day0-LCP11-cell-K4-F12,p11,F12,85782.64063,110334.0547,50953,34800.78125,132176.4219,17255,4590.982876,93.53816866,-77.0362358,12441.1566,3297.508993,1065.954741,luminal
exp7,N248,N233,,,,G12,p11-Day0-LCP11-cell-K4-G12,p11,G12,164506.125,105601.5469,102092,87371.89844,102469.6641,55880,21287.5285,145.2866005,199.7165152,10828.33272,2054.054406,1244.746644,luminal
exp7,N248,N233,,,,H12,p11-Day0-LCP11-cell-K4-H12,p11,H12,160321.9688,94799.03125,110833,52528,95730.67188,35960,14520.34548,112.0217097,575.1722612,6626.985398,1356.255155,854.0245194,luminal
exp7,N248,N233,,,,I12,p11-Day0-LCP11-cell-K4-I12,p11,I12,173282,98667.28125,115096,52592.67969,91202.21094,37792,21480.7037,141.7614318,398.9295942,9220.060209,1323.271456,1462.623564,luminal
exp7,N248,N233,,,,J12,p11-Day0-LCP11-cell-K4-J12,p11,J12,,,,,,,,,,,,,luminal
exp7,N248,N233,,,,K12,p11-Day0-LCP11-cell-K4-K12,p11,K12,190570.6406,98369.88281,126962,57174.17969,99331.07813,37722,20271.58451,94.8196342,173.6718646,10588.84936,1280.751932,1740.017707,luminal
exp7,N248,N233,,,,L12,p11-Day0-LCP11-cell-K4-L12,p11,L12,129786.2422,110763.9219,76791,76718.32031,103193.875,48722,12081.16473,130.5783109,456.7860817,15245.22885,1714.311588,1488.783171,luminal
exp7,N248,N233,,,,M12,p11-Day0-LCP11-cell-K4-M12,p11,M12,182609.8906,101777.6172,117585,101244.7813,89989.26563,73733,16070.03403,166.4447576,629.142794,15551.73882,2795.448212,2079.279059,luminal
exp7,N248,N233,,,,N12,p11-Day0-LCP11-cell-K4-N12,p11,N12,134744.125,106029.875,83284,102568.7656,104276.0547,64463,11534.55047,234.9085007,586.3631824,10552.92397,2439.735908,1013.051213,luminal
exp7,N248,N233,,,,O12,p11-Day0-LCP11-cell-K4-O12,p11,O12,164670.7969,103263.5391,104508,66541.02344,97279.21094,44828,24550.77069,193.4338311,211.6002161,10062.6517,1638.414538,1795.131339,luminal
exp7,N248,N233,,,,P12,p11-Day0-LCP11-nocell-K4-P12,p11,P12,,,,,,,,,,,,,
exp7,N248,N242,N248T0131_p12-Day0-HyP14-cell,T0131_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A01,A01,12-Day0-HyP14-K4-A01,p12,A01,199813.8906,121669.1094,107628,100503.8984,113246.1641,58162,32327.73874,138.5955413,626.088394,8448.120322,3028.065114,5914.805224,hybrid
exp7,N248,N242,N248T0132_p12-Day0-HyP14-cell,T0132_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A02,A02,12-Day0-HyP14-K4-A02,p12,A02,140422.3594,94760.07813,97116,51887.08203,93350.32031,36427,21357.09173,114.4501979,267.0875365,4253.434473,1795.637327,4078.462183,hybrid
exp7,N248,N242,N248T0133_p12-Day0-HyP14-cell,T0133_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A03,A03,12-Day0-HyP14-K4-A03,p12,A03,166832.7969,107194.8594,101997,85966.57813,100600.0703,56003,29994.10187,173.1287873,77.37588493,8597.025652,3361.785023,3267.25122,hybrid
exp7,N248,N242,N248T0134_p12-Day0-HyP14-cell,T0134_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A04,A04,12-Day0-HyP14-K4-A04,p12,A04,117341.3984,93601.17969,82158,49421.40234,108074.3828,29969,11565.49663,195.7122138,281.8885739,3993.894484,1758.306028,1898.217482,hybrid
exp7,N248,N242,N248T0135_p12-Day0-HyP14-cell,T0135_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A05,A05,12-Day0-HyP14-K4-A05,p12,A05,115857.4453,116552.8125,65145,153202.4219,106366.7188,94393,29684.61429,206.4124427,192.2362284,2405.864703,2322.097332,1512.478151,hybrid
exp7,N248,N242,N248T0136_p12-Day0-HyP14-cell,T0136_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A06,A06,12-Day0-HyP14-K4-A06,p12,A06,161835.3594,132282.8438,80177,170362.2188,119027.0625,93801,39653.76945,330.7299305,1124.664521,16115.24185,5271.799327,20181.03779,hybrid
exp7,N248,N242,N248T0137_p12-Day0-HyP14-cell,T0137_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A07,A07,12-Day0-HyP14-K4-A07,p12,A07,168281.7969,94789.85156,116347,72325.96094,94943.39063,49924,21706.09209,142.79971,769.8517086,7102.048381,1905.83721,5742.784541,hybrid
exp7,N248,N242,N248T0138_p12-Day0-HyP14-cell,T0138_p12-Day0-HyP14-cell,p12-Day0-HyP14-cell-K4-A08,A08,12-Day0-HyP14-K4-A08,p12,A08,177589.4375,133369.6406,87265,100173.6406,116406.5469,56397,23337.79303,190.3910432,611.9046338,7402.042,3027.668363,7086.853117,hybrid
