Exp,Run_RNA,Run_epi,BC_RNA,plateform_code_rna,bio_name_rna,Well,BC_epi,Plate,Well,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,FITC-A,Tomato-A,APC-A,APC-Cy7-A,DAPI-A,Alexa Fluor 700-A,facs_phenotype
exp6,N248,N232,,,,N05,p2-Day0-BCP13-cell-K4-N05,p2,N05,47683.08984,90894.67969,34380,29634.4707,95136.90625,20414,6079.512577,44.5356669,542.0547612,1080.994246,2094.112882,6097.640974,basal
exp6,N248,N232,,,,O05,p2-Day0-BCP13-cell-K4-O05,p2,O05,50635.13281,84632.08594,39210,45535.67969,99163.5,30094,13756.59275,72.62652168,-88.0408633,1356.351117,2875.769939,6284.658224,basal
exp6,N248,N232,,,,P05,p2-Day0-BCP13-cell-K4-P05,p2,P05,34599.10938,81971.20313,27662,20838.50977,85025.0625,16062,6749.290954,-201.9419213,-288.7178375,909.4660258,3223.358577,2108.802898,basal
exp6,N248,N232,,,,A06,p2-Day0-BCP13-cell-K4-A06,p2,A06,33436.13281,76692.92969,28572,36982.22266,80269.82813,30194,8784.012188,124.5852856,618.6603914,1483.598093,4784.040725,4462.014506,basal
exp6,N248,N232,,,,B06,p2-Day0-BCP13-cell-K4-B06,p2,B06,43169.49219,85184.75,33212,52055.05078,97254.10938,35078,7052.398797,104.2270233,407.5613063,392.2077205,849.5938648,3030.365418,basal
exp6,N248,N232,,,,C06,p2-Day0-BCP13-cell-K4-C06,p2,C06,47075.21094,83368.13281,37006,84968.125,97074.26563,57363,4914.708564,385.5108839,1624.151858,498.4688218,2581.101041,8346.851207,basal
exp6,N248,N232,,,,D06,p2-Day0-BCP13-cell-K4-D06,p2,D06,44223.26953,102784.5703,28197,72748.0625,97725.10938,48786,19130.11071,127.9447947,429.3850456,4676.640077,2345.478545,6922.03605,basal
exp6,N248,N232,,,,E06,p2-Day0-BCP13-cell-K4-E06,p2,E06,45668.35156,93678.08594,31949,33842.33203,84007.85156,26401,9990.999599,68.93610966,370.8896525,1464.256466,3086.401011,4151.901895,basal
exp6,N248,N232,,,,F06,p2-Day0-BCP13-cell-K4-F06,p2,F06,47740.42188,89450.67188,34977,46149.69141,111640.9922,27091,12045.54444,196.6772264,306.7690586,1515.985828,4407.219755,4803.158444,basal
exp6,N248,N232,,,,G06,p2-Day0-BCP13-cell-K4-G06,p2,G06,45601.92188,82527.48438,36213,25501.30078,81767.85938,20439,8513.235364,202.9959173,229.9071803,350.3813412,2113.825996,2220.54037,basal
exp6,N248,N232,,,,H06,p2-Day0-BCP13-cell-K4-H06,p2,H06,33528.03906,90733.52344,24217,73335.88281,101175.5078,47503,13686.15721,216.9505737,332.7445452,858.6413557,1162.439744,5406.953983,basal
exp6,N248,N232,,,,I06,p2-Day0-BCP13-cell-K4-I06,p2,I06,37830.51953,87507.44531,28332,50740.70313,86171.09375,38590,10779.41281,79.43284268,756.9859148,1865.459128,1656.685624,7692.298136,basal
exp6,N248,N232,,,,J06,p2-Day0-BCP13-cell-K4-J06,p2,J06,65218.79297,95011.32031,44986,71514.21875,97634.64063,48003,19481.20827,201.0182038,893.2124248,2140.576281,2444.611938,7822.958232,basal
exp6,N248,N232,,,,K06,p2-Day0-BCP13-cell-K4-K06,p2,K06,25385.36133,80521.51563,20661,57748.95313,77522.23438,48820,11392.87262,122.3796036,230.8917073,1314.494149,1100.201082,3097.137643,basal
exp6,N248,N232,,,,L06,p2-Day0-BCP13-cell-K4-L06,p2,L06,29580.46094,89849.14844,21576,58458.99219,99045.22656,38681,4936.748231,121.550895,578.5571595,1018.422586,1038.547033,5455.478885,basal
exp6,N248,N232,,,,M06,p2-Day0-BCP13-cell-K4-M06,p2,M06,49793.38281,93591.61719,34867,31731.61133,102044.4063,20379,7578.060912,111.2087187,534.7872894,912.1310535,3472.186601,3852.964823,basal
exp6,N248,N232,,,,N06,p2-Day0-BCP13-cell-K4-N06,p2,N06,44999.5,90056.71875,32747,43577.25,96420.49219,29619,2168.330481,99.67865678,254.27919,512.1463639,2924.980108,2840.136237,basal
exp6,N248,N232,,,,O06,p2-Day0-BCP13-cell-K4-O06,p2,O06,31508.75,89423.0625,23092,66513.875,87788.5625,49654,9830.921464,85.58467866,1045.831313,956.1524152,1505.561092,5693.504636,basal
exp6,N248,N232,,,,P06,p2-Day0-BCP13-cell-K4-P06,p2,P06,43578.99219,85783.57813,33293,46910.17188,91193.19531,33712,10969.45225,161.3734053,16.16119106,633.0511887,2983.130332,4666.564953,basal
exp6,N248,N232,,,,A07,p2-Day0-BCP13-cell-K4-A07,p2,A07,41118.35156,81500.49219,33064,50609.75,101585.3203,32650,8536.217133,151.4234716,1261.074347,931.9359675,3663.255355,6087.955824,basal
exp6,N248,N232,,,,B07,p2-Day0-BCP13-cell-K4-B07,p2,B07,33595.38281,82291.41406,26755,113750.9297,77146.09375,96632,6683.627273,114.9835523,444.4541518,2269.412664,2881.057737,8633.606554,basal
exp6,N248,N232,,,,C07,p2-Day0-BCP13-cell-K4-C07,p2,C07,40207.44141,83208.13281,31668,59391.16016,86946.77344,44766,5778.971959,105.2640623,452.3569014,795.7711758,1259.79148,5822.161825,basal
exp6,N248,N232,,,,D07,p2-Day0-BCP13-cell-K4-D07,p2,D07,37609.39063,84615.64063,29129,76956.89063,83287.03906,60555,11145.12777,160.3785834,347.8245619,600.4796235,1169.753048,4808.679539,basal
exp6,N248,N232,,,,E07,p2-Day0-BCP13-cell-K4-E07,p2,E07,36603.83984,87886.77344,27295,69711.96094,88440.19531,51658,8070.496875,86.08874161,485.490049,1050.739553,1480.306648,5621.497072,basal
exp6,N248,N232,,,,F07,p2-Day0-BCP13-cell-K4-F07,p2,F07,34302.44922,86566.5,25969,64703.85156,86668.53906,48927,11160.71115,100.3553891,706.7032113,1446.452283,1635.473707,7503.367556,basal
exp6,N248,N232,,,,G07,p2-Day0-BCP13-cell-K4-G07,p2,G07,36821.33203,91684.00781,26320,96672.14063,85810.90625,73831,17432.35414,208.7865493,170.8395289,1488.536416,1996.498153,5593.239389,basal
exp6,N248,N232,,,,H07,p2-Day0-BCP13-cell-K4-H07,p2,H07,47067.01953,92339.00781,33405,42008.76172,101101.1875,27231,11835.60463,112.1529406,345.7460024,859.6648916,4031.091197,3298.086648,basal
exp6,N248,N232,,,,I07,p2-Day0-BCP13-cell-K4-I07,p2,I07,59817.94141,94317.89063,41564,55907.89063,93960.23438,38995,8655.828233,96.89105087,608.1989835,1436.002221,1217.318951,5618.309924,basal
exp6,N248,N232,,,,J07,p2-Day0-BCP13-cell-K4-J07,p2,J07,55019.51172,89695.48438,40200,45020.60938,93236.55469,31645,11977.4054,77.26115195,1099.933522,1079.281135,4373.91474,7442.54489,basal
exp6,N248,N232,,,,K07,p2-Day0-BCP13-cell-K4-K07,p2,K07,40724.32031,83790.94531,31852,51589.45313,81938.99219,41262,10665.39605,69.3650581,272.3379712,977.6284614,1310.57225,6750.572342,basal
exp6,N248,N232,,,,L07,p2-Day0-BCP13-cell-K4-L07,p2,L07,28550.3418,79048.39063,23670,94091.94531,80556.11719,76548,11450.38998,133.2401819,155.5731205,722.8741928,2662.705684,6165.567187,basal
exp6,N248,N232,,,,M07,p2-Day0-BCP13-cell-K4-M07,p2,M07,62085.66016,100314.2422,40561,70565.5625,99594.80469,46434,16213.10063,137.211341,562.3547285,1695.576121,1443.946807,6578.250641,basal
exp6,N248,N232,,,,N07,p2-Day0-BCP13-cell-K4-N07,p2,N07,35493.64063,79981.8125,29083,54074.58984,81239.5625,43622,11549.97617,156.2778383,231.3453888,475.7654631,1496.399656,4274.509227,basal
exp6,N248,N232,,,,O07,p2-Day0-BCP13-cell-K4-O07,p2,O07,38554.88281,89445.03125,28249,82057.15625,93724.04688,57378,7470.893569,196.0508046,639.6018674,2267.219749,2172.775779,10212.54064,basal
exp6,N248,N232,,,,P07,p2-Day0-BCP13-cell-K4-P07,p2,P07,40581.44922,95787.71875,27765,73712.24219,89793.59375,53799,17125.24123,156.9413293,160.7265227,2100.274534,1927.424929,8099.649184,basal
exp6,N248,N232,,,,A08,p2-Day0-BCP13-cell-K4-A08,p2,A08,18599.49023,81523.29688,14952,90948.17188,80795.71094,73771,15848.2648,149.729661,91.00694488,1441.64218,1589.025334,5769.935343,basal
exp6,N248,N232,,,,B08,p2-Day0-BCP13-cell-K4-B08,p2,B08,35237.92969,81458.65625,28350,64666.99219,83192.96875,50942,9405.677267,107.7711211,440.8140938,1498.636184,3772.359949,2944.067793,basal
exp6,N248,N232,,,,C08,p2-Day0-BCP13-cell-K4-C08,p2,C08,43611.75,90720.19531,31505,57896.39063,99407.85156,38169,5672.790579,51.27391898,169.0862618,915.992886,990.6156355,4155.072017,basal
exp6,N248,N232,,,,D08,p2-Day0-BCP13-cell-K4-D08,p2,D08,23210.46094,78002.1875,19501,45530.83203,78180.33594,38167,4214.466968,72.11281019,230.0182803,1076.630934,1941.078122,4538.080564,basal
exp6,N248,N232,,,,E08,p2-Day0-BCP13-cell-K4-E08,p2,E08,36777.65234,82472.54688,29225,84149.44531,85515.64063,64489,14353.01027,169.7038551,188.0062647,2158.760914,3919.133852,4736.498173,basal
exp6,N248,N232,,,,F08,p2-Day0-BCP13-cell-K4-F08,p2,F08,30158.31055,71920.78906,27481,62660.0625,69094.4375,59433,3624.9487,99.13816567,64.79455724,707.4574275,903.6238527,2497.35571,basal
exp6,N248,N232,,,,G08,p2-Day0-BCP13-cell-K4-G08,p2,G08,28593.11133,76363.26563,24539,37223.75,78166.41406,31209,3763.03876,1.446000009,329.6168515,926.9395289,747.2121023,3153.366024,basal
exp6,N248,N232,,,,H08,p2-Day0-BCP13-cell-K4-H08,p2,H08,32729.06055,92525.75,23182,69520.875,90944.15625,50098,17109.37525,115.8693033,456.7884291,1753.800241,1559.320201,6407.115348,basal
exp6,N248,N232,,,,I08,p2-Day0-BCP13-cell-K4-I08,p2,I08,35230.65234,91899.21875,25124,84368.66406,86475.9375,63939,4159.777481,231.0451591,396.8576989,1704.562934,1487.027453,4093.469172,basal
exp6,N248,N232,,,,J08,p2-Day0-BCP13-cell-K4-J08,p2,J08,35645.60938,80054.51563,29181,73771.41406,88881.03125,54395,7640.493414,163.8735054,1356.187576,1717.745656,1434.253331,4589.408101,basal
exp6,N248,N232,,,,K08,p2-Day0-BCP13-cell-K4-K08,p2,K08,48790.5625,86221.875,37085,56305.58984,83750.42188,44060,16878.84166,104.4881061,309.2883301,1531.823285,1991.53597,5933.010508,basal
exp6,N248,N232,,,,L08,p2-Day0-BCP13-cell-K4-L08,p2,L08,40290.25,84370.58594,31296,44077.76953,81566.58594,35415,6271.240511,99.37243556,81.22360515,1430.681647,1553.026581,4143.856196,basal
exp6,N248,N232,,,,M08,p2-Day0-BCP13-cell-K4-M08,p2,M08,108755.0156,150818.25,47258,167206.6719,154726.7188,70822,14192.31472,191.9709743,2419.665661,4647.374955,5053.16553,20035.17747,basal
exp6,N248,N232,,,,N08,p2-Day0-BCP13-cell-K4-N08,p2,N08,42593.46094,84796.17188,32919,34851.13281,87934.23438,25974,6218.553491,77.19198435,283.5535868,1537.418185,1363.787116,7452.425779,basal
exp6,N248,N232,,,,O08,p2-Day0-BCP13-cell-K4-O08,p2,O08,43827.42188,81922.1875,35061,42311.40234,84566.02344,32790,8473.357378,36.15498601,216.5454507,1002.204374,3427.946889,4634.909752,basal
exp6,N248,N232,,,,P08,p2-Day0-BCP13-cell-K4-P08,p2,P08,56400.89063,93979.02344,39331,55741.05078,100308.7969,36418,15830.87343,92.4768267,577.877488,903.4416122,3768.432444,2048.984029,basal
exp6,N248,N232,,,,A09,p2-Day0-BCP13-cell-K4-A09,p2,A09,45819.41016,86057.97656,34893,41303.57031,88318.39844,30649,10346.93754,112.3195458,377.2766965,808.20384,3285.953871,4534.260225,basal
exp6,N248,N232,,,,B09,p2-Day0-BCP13-cell-K4-B09,p2,B09,41758.99219,78838.39063,34713,38062.80078,79956.53125,31198,6055.771012,41.05189575,317.4272652,1802.930838,998.784423,5335.337745,basal
exp6,N248,N232,,,,C09,p2-Day0-BCP13-cell-K4-C09,p2,C09,35537.32031,82866.88281,28105,39508.10156,84289.44531,30718,8077.828607,88.55865223,119.04891,1090.154095,2551.799761,2888.706435,basal
exp6,N248,N232,,,,D09,p2-Day0-BCP13-cell-K4-D09,p2,D09,36460.97266,84494.57031,28280,38475.05078,84939.05469,29686,8945.372155,30.76780731,706.6770153,1231.697655,893.9002671,3864.522179,basal
exp6,N248,N232,,,,E09,p2-Day0-BCP13-cell-K4-E09,p2,E09,33247.76172,76579.8125,28453,30673.3418,75336.66406,26683,6417.192938,52.78405421,213.8692832,482.9664014,819.837701,2819.365457,basal
exp6,N248,N232,,,,F09,p2-Day0-BCP13-cell-K4-F09,p2,F09,38595.83203,93047.99219,27184,89121.66406,87654.42969,66633,4997.325061,93.28257344,4138.956931,1684.595832,1829.428253,4873.821526,basal
exp6,N248,N232,,,,G09,p2-Day0-BCP13-cell-K4-G09,p2,G09,30801.68164,80709.24219,25011,53035.72266,90082.66406,38584,7806.80238,3.961897637,-193.0822427,845.0388322,660.9421479,4193.931307,basal
exp6,N248,N232,,,,H09,p2-Day0-BCP13-cell-K4-H09,p2,H09,87837.75,142566.125,40378,71365.8125,147927.7031,31617,20191.50739,135.1683723,662.8304603,2300.563026,2668.526571,6170.110103,basal
exp6,N248,N232,,,,I09,p2-Day0-BCP13-cell-K4-I09,p2,I09,57102.5,97434.63281,38408,98343.45313,96277.92188,66942,6655.628683,198.7445711,814.8896893,3064.365217,2984.447431,9407.732492,basal
exp6,N248,N232,,,,J09,p2-Day0-BCP13-cell-K4-J09,p2,J09,23373.35156,77898.49219,19664,68750.69531,85201.88281,52882,10022.0518,110.0706643,727.7687296,1429.951485,1129.429897,5555.510038,basal
exp6,N248,N232,,,,K09,p2-Day0-BCP13-cell-K4-K09,p2,K09,38910.69141,79401.27344,32116,29322.13086,77159.41406,24905,3719.939907,-2.200693729,-420.0279179,837.5444871,1138.034539,4234.30082,basal
exp6,N248,N232,,,,L09,p2-Day0-BCP13-cell-K4-L09,p2,L09,24041.29102,82711.42969,19049,48466.05078,78529.21875,40447,8226.816505,133.1300086,180.8709442,1043.535742,1146.693265,3941.349255,basal
exp6,N248,N232,,,,M09,p2-Day0-BCP13-cell-K4-M09,p2,M09,44164.12109,83682.875,34587,53579.89063,83952.84375,41826,13610.05635,73.56092128,147.2072333,628.9545934,4185.385843,6571.167226,basal
exp6,N248,N232,,,,N09,p2-Day0-BCP13-cell-K4-N09,p2,N09,70787.99219,123763.7969,37484,103578.5469,112244.9219,60476,27088.91061,-15.21015636,508.5792133,2615.403076,1819.324081,13372.61418,basal
exp6,N248,N232,,,,O09,p2-Day0-BCP13-cell-K4-O09,p2,O09,43829.24219,93991.92969,30560,28291.02148,96086.26563,19296,7035.259908,79.77189001,411.5022288,330.6027148,4160.186946,2603.96401,basal
exp6,N248,N232,,,,P09,p2-Day0-BCP13-cell-K4-P09,p2,P09,36674.82031,97080.58594,24758,81452.84375,87581.52344,60950,6162.308038,120.5952293,3915.011829,1367.099789,2895.302227,7131.969103,basal
exp6,N248,N232,,,,A10,p2-Day0-BCP13-cell-K4-A10,p2,A10,42342.30078,87626.14844,31668,36011.25,91360.84375,25832,7862.702587,29.54030578,628.5766806,1422.176772,1925.977046,5439.848699,basal
exp6,N248,N232,,,,B10,p2-Day0-BCP13-cell-K4-B10,p2,B10,41752.62109,81641.60156,33516,51626.3125,86185.45313,39257,10886.81165,56.47958044,127.2759233,657.3034531,2905.186244,5511.379819,basal
exp6,N248,N232,,,,C10,p2-Day0-BCP13-cell-K4-C10,p2,C10,56458.22266,89220.08594,41471,56713.96094,83099.83594,44727,4937.347094,148.6731549,2195.771091,1714.323839,2070.721025,8020.819659,basal
exp6,N248,N232,,,,D10,p2-Day0-BCP13-cell-K4-D10,p2,D10,75471.76563,116910.1563,42307,107356.6953,118987.4766,59130,21349.38949,223.9212925,3618.475112,3893.319737,2660.353312,10291.03837,basal
exp6,N248,N232,,,,E10,p2-Day0-BCP13-cell-K4-E10,p2,E10,39240.10938,82442.85156,31193,40306.41016,108485.8047,24349,11733.83384,95.16981268,783.8192698,1706.813199,1359.774172,4604.221272,basal
exp6,N248,N232,,,,F10,p2-Day0-BCP13-cell-K4-F10,p2,F10,26123.37109,78778.8125,21732,41109.57031,73356.30469,36727,4164.401466,143.8746889,474.5639272,565.954881,925.8800407,3806.398051,basal
exp6,N248,N232,,,,G10,p2-Day0-BCP13-cell-K4-G10,p2,G10,32406.01172,74546.67969,28489,30584.10156,69302.24219,28922,7676.066409,63.04546671,102.564166,662.4208175,3084.809586,1773.469411,basal
exp6,N248,N232,,,,H10,p2-Day0-BCP13-cell-K4-H10,p2,H10,31696.21094,89362.99219,23245,45880.03125,80260.35156,37463,13462.60226,96.74162729,138.3512224,802.5502854,888.4719237,5919.651125,basal
exp6,N248,N232,,,,I10,p2-Day0-BCP13-cell-K4-I10,p2,I10,43081.22266,92886.26563,30396,45048.74219,90268.27344,32706,10808.26059,110.2368333,278.6265672,1136.824236,1721.429818,3571.810815,basal
exp6,N248,N232,,,,J10,p2-Day0-BCP13-cell-K4-J10,p2,J10,49107.24219,106771.0234,30142,165645.9375,111361.8125,97482,21416.80803,310.0819182,1386.586503,883.9469088,3883.728174,7922.427034,basal
exp6,N248,N232,,,,K10,p2-Day0-BCP13-cell-K4-K10,p2,K10,46388.16016,89651.86719,33910,29551.05078,96586.59375,20051,4648.220763,69.88437829,452.2718392,523.4663155,864.6735776,2336.47178,basal
exp6,N248,N232,,,,L10,p2-Day0-BCP13-cell-K4-L10,p2,L10,39990.85938,90249.34375,29040,39693.37109,92017.85938,28270,6279.493625,84.48276448,-216.6052125,784.9520272,2736.478447,3610.962253,basal
exp6,N248,N232,,,,M10,p2-Day0-BCP13-cell-K4-M10,p2,M10,44686.46094,88420.39844,33121,52724.35156,100250.7734,34467,5046.375788,186.1097462,321.2397878,1246.163966,4225.445931,4352.807235,basal
exp6,N248,N232,,,,N10,p2-Day0-BCP13-cell-K4-N10,p2,N10,34890.3125,83997.1875,27222,44337.73047,82217.125,35342,10722.59748,148.5841948,197.1932874,719.452586,1728.760823,5793.571329,basal
exp6,N248,N232,,,,O10,p2-Day0-BCP13-cell-K4-O10,p2,O10,42892.85156,90725.08594,30984,39548.83984,81163.42188,31934,2416.774141,216.225622,280.5994786,945.473606,2620.47862,2990.566573,basal
exp6,N248,N232,,,,P10,p2-Day0-BCP13-cell-K4-P10,p2,P10,34395.26953,83199.66406,27093,39733.14063,83863.15625,31050,3725.23377,63.56964228,66.48456128,749.1807871,2825.089837,4498.533951,basal
exp6,N248,N232,,,,A11,p2-Day0-BCP13-cell-K4-A11,p2,A11,44293.33984,87748.50781,33081,24796.11133,82808.70313,19624,3947.757849,61.07511949,969.4585512,774.4504216,3710.598397,3734.908946,basal
exp6,N248,N232,,,,B11,p2-Day0-BCP13-cell-K4-B11,p2,B11,35754.8125,81822.3125,28638,56031.08203,80555.74219,45584,5515.155243,119.2681822,383.81353,403.3742017,1223.180142,4241.604991,basal
exp6,N248,N232,,,,C11,p2-Day0-BCP13-cell-K4-C11,p2,C11,40101.88281,83321.19531,31542,22548.62109,93339.21875,15832,7456.540883,96.78026978,198.7018264,332.5595493,1254.097067,3114.185602,basal
exp6,N248,N232,,,,D11,p2-Day0-BCP13-cell-K4-D11,p2,D11,30040.01172,79408.77344,24792,29137.83008,76918.42969,24826,4626.055442,42.99882966,63.6177846,1093.544819,991.2514686,3237.246294,basal
exp6,N248,N232,,,,E11,p2-Day0-BCP13-cell-K4-E11,p2,E11,51629.76172,126033.0078,26847,154404.6094,137989.7031,73332,18559.15875,277.285574,715.5383456,2620.052035,3890.13305,13447.51005,basal
exp6,N248,N232,,,,F11,p2-Day0-BCP13-cell-K4-F11,p2,F11,53196.78125,86698.10156,40212,39346.10938,80573.28125,32003,10827.24202,72.61545965,124.4739846,1561.264996,3149.538331,7546.213421,basal
exp6,N248,N232,,,,G11,p2-Day0-BCP13-cell-K4-G11,p2,G11,32556.16016,78277.15625,27257,63035.45313,72579.70313,56918,9923.07097,139.2643268,231.800846,700.9661535,837.8757175,3345.030888,basal
exp6,N248,N232,,,,H11,p2-Day0-BCP13-cell-K4-H11,p2,H11,63290.5,91652.07813,45256,61934.5,94697.85156,42862,5948.481282,144.570843,1087.345802,1205.020933,1122.752065,1326.996164,basal
exp6,N248,N232,,,,I11,p2-Day0-BCP13-cell-K4-I11,p2,I11,55553.67969,117111.6172,31088,138231.7969,113259.3203,79986,10478.37574,285.9741914,921.2700258,4277.588281,4709.489393,9826.35037,basal
exp6,N248,N232,,,,J11,p2-Day0-BCP13-cell-K4-J11,p2,J11,22954.75,85669.84375,17560,105164.4922,88056.0625,78269,5771.702473,145.8354586,636.7396328,1515.923295,1029.582927,4786.267502,basal
exp6,N248,N232,,,,K11,p2-Day0-BCP13-cell-K4-K11,p2,K11,34581.82031,89931.11719,25201,88168.15625,93932.90625,61514,6758.58381,95.92582989,153.2460795,2345.896792,1567.627931,8136.149165,basal
exp6,N248,N232,,,,L11,p2-Day0-BCP13-cell-K4-L11,p2,L11,49890.75,92318.38281,35417,51050.13281,88759.75781,37693,15215.97499,60.30107005,152.3224428,2501.879634,2334.518772,8745.388387,basal
exp6,N248,N232,,,,M11,p2-Day0-BCP13-cell-K4-M11,p2,M11,38307.35938,81850.25781,30672,77115.96875,83386.22656,60608,6114.247325,77.12560878,1538.399936,1132.399766,1215.856615,9281.872464,basal
exp6,N248,N232,,,,N11,p2-Day0-BCP13-cell-K4-N11,p2,N11,46136.08984,110733.3672,27305,128096.2656,118802.1641,70663,20425.22402,249.4003572,1339.886945,1884.522534,3000.436675,10711.16557,basal
exp6,N248,N232,,,,O11,p2-Day0-BCP13-cell-K4-O11,p2,O11,48757.80078,81132.1875,39385,51155.86328,80283.3125,41759,15776.49271,81.24102548,637.7560082,2222.442751,2244.276349,4214.056329,basal
exp6,N248,N232,,,,P11,p2-Day0-BCP13-cell-K4-P11,p2,P11,37265.41016,84482.70313,28908,35961.78125,83293.5625,28295,9954.360278,31.20813749,458.4409397,1764.669814,2377.410946,4641.602591,basal
exp6,N248,N232,,,,A12,p2-Day0-BCP13-cell-K4-A12,p2,A12,28626.78125,83307.49219,22520,47839.42969,82577.10938,37967,11324.06203,28.18248583,402.2260892,1422.92385,1445.671131,8153.769002,basal
exp6,N248,N232,,,,B12,p2-Day0-BCP13-cell-K4-B12,p2,B12,30719.78125,80314.8125,25067,52869.85156,80996.73438,42778,6500.182093,108.7455576,70.5768053,1573.555515,2746.850759,3504.850582,basal
exp6,N248,N232,,,,C12,p2-Day0-BCP13-cell-K4-C12,p2,C12,40413.10156,82546.77344,32085,68645.92969,86626.60938,51933,9697.556358,205.3719557,326.5300506,1104.126984,1984.101914,7201.006026,basal
exp6,N248,N232,,,,D12,p2-Day0-BCP13-cell-K4-D12,p2,D12,37581.17969,79972.73438,30797,39520.71094,81115.85938,31930,4519.798736,71.11978819,895.3497631,657.9132802,1654.940678,3699.957403,basal
exp6,N248,N232,,,,E12,p2-Day0-BCP13-cell-K4-E12,p2,E12,49527.66016,95744.8125,33901,57919.67188,86984.35938,43638,22470.17134,168.5868336,64.31808412,1056.773715,1164.617857,7416.019382,basal
exp6,N248,N232,,,,F12,p2-Day0-BCP13-cell-K4-F12,p2,F12,28424.76172,80891.28125,23029,70618.91406,81013.89844,57127,5878.903987,126.1808341,605.4958907,889.3873625,1060.257898,4934.068762,basal
exp6,N248,N232,,,,G12,p2-Day0-BCP13-cell-K4-G12,p2,G12,69198.21875,90363.34375,50186,59661.79297,89594.53906,43641,22199.54015,171.3872862,-476.3024723,2017.332013,3917.532091,6035.982029,basal
exp6,N248,N232,,,,H12,p2-Day0-BCP13-cell-K4-H12,p2,H12,34848.44922,87329.00781,26152,101579.375,76221.45313,87339,13887.95589,120.0126685,270.461091,1327.078589,1473.02234,6935.195019,basal
exp6,N248,N232,,,,I12,p2-Day0-BCP13-cell-K4-I12,p2,I12,44156.83984,90193.63281,32085,44246.55078,90135.27344,32171,11090.33256,80.2158793,2810.190199,546.1156797,3688.55712,3660.516556,basal
exp6,N248,N232,,,,J12,p2-Day0-BCP13-cell-K4-J12,p2,J12,40876.29297,82801.25,32353,44465.76953,81813.32031,35619,13426.25562,92.45071697,89.59793734,1069.070345,1377.968107,5832.638734,basal
exp6,N248,N232,,,,K12,p2-Day0-BCP13-cell-K4-K12,p2,K12,48538.49219,84588.0625,37606,57057.33984,89035.42969,41998,17724.03172,149.290528,826.7018897,1134.886204,1599.546211,6252.657219,basal
exp6,N248,N232,,,,L12,p2-Day0-BCP13-cell-K4-L12,p2,L12,11498.76074,75988.98438,9917,53114.29297,73353.10938,47454,14457.19952,100.3473832,341.9109542,902.1921231,1369.445019,4704.565951,basal
exp6,N248,N232,,,,M12,p2-Day0-BCP13-cell-K4-M12,p2,M12,42809.13281,87158.32813,32189,47091.5625,88119.02344,35023,6839.899415,103.5247505,1648.842498,1369.200699,1269.446556,7470.602646,basal
exp6,N248,N232,,,,N12,p2-Day0-BCP13-cell-K4-N12,p2,N12,35874.92969,72816.50781,32288,28814.82031,76459.96094,24698,2236.628469,-12.74519949,89.45991441,701.7544053,1229.297186,4060.6622,basal
exp6,N248,N232,,,,O12,p2-Day0-BCP13-cell-K4-O12,p2,O12,27177.15039,84359.48438,21113,68114.375,83779.58594,53282,6866.133887,106.9138573,14.75652113,577.6397784,1184.682808,3066.531629,basal
exp6,N248,N232,,,,P12,p2-Day0-BCP13-nocell-K4-P12,p2,P12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
exp6,N248,N232,,,,A01,p3-Day0-LCP11-cell-K4-A01,p3,A01,70608.71875,125526.6094,36864,119481.6953,95299.17969,82166,13948.93512,389.8442044,1123.609757,10994.98846,1859.476977,1567.940711,luminal
exp6,N248,N232,,,,B01,p3-Day0-LCP11-cell-K4-B01,p3,B01,55914.04297,92684.71094,39536,89854.01563,92679.54688,63538,8204.904258,185.9542892,908.8452659,10900.13916,1346.823733,1855.065055,luminal
exp6,N248,N232,,,,C01,p3-Day0-LCP11-cell-K4-C01,p3,C01,40252.94141,97951.02344,26932,73599.71875,84004.10156,57419,19467.89536,138.4380312,692.7346071,8298.313513,982.5141902,663.1254887,luminal
exp6,N248,N232,,,,D01,p3-Day0-LCP11-cell-K4-D01,p3,D01,51963.73047,86959.17188,39162,41837.07031,82201.60156,33355,12931.45259,170.0430871,1481.572967,11892.75626,1378.012261,1048.110305,luminal
exp6,N248,N232,,,,E01,p3-Day0-LCP11-cell-K4-E01,p3,E01,38766.91016,83353.94531,30480,30344.51172,81857.99219,24294,12390.00984,104.2314252,422.9414063,10210.52326,594.4151754,649.7833263,luminal
exp6,N248,N232,,,,F01,p3-Day0-LCP11-cell-K4-F01,p3,F01,45472.70313,98077.96875,30385,87235.01563,93559.28906,61106,25311.42557,175.0455318,2233.654361,14617.87088,2825.600968,1173.473559,luminal
exp6,N248,N232,,,,G01,p3-Day0-LCP11-cell-K4-G01,p3,G01,45531.85156,98438.80469,30313,42146.5,98862.27344,27939,11124.18548,105.1401953,877.5453573,5091.307392,2228.647474,799.9569994,luminal
exp6,N248,N232,,,,H01,p3-Day0-LCP11-cell-K4-H01,p3,H01,73370.57031,107376.2031,44781,69093.10156,101850.8594,44458,10197.86377,141.6928498,1135.723186,11457.30271,5085.159028,1038.144659,luminal
exp6,N248,N232,,,,I01,p3-Day0-LCP11-cell-K4-I01,p3,I01,52859.17188,86780.19531,39919,33318.53125,87806.14844,24868,10899.17364,130.1499416,1221.168038,12966.58287,2871.42617,1007.130765,luminal
